A,B,jaccard,agreement
F_GOOD_LOCATION,F_ALIGNED_ACTIVE,0.2745836637589215,0.39310001658649857
F_GOOD_LOCATION,F_HTF_SUPPORT,0.26810152768936985,0.49143030906175705
F_GOOD_LOCATION,F_NO_HTF_CONTRA,0.4020105053432349,0.45239674904627636
F_GOOD_LOCATION,F_FALSE_REV_LOW,0.393895144758642,0.4033283573837563
F_GOOD_LOCATION,F_REVERSAL_STRONG,0.34182059018323646,0.5055011886990656
F_GOOD_LOCATION,F_NO_PULLBACK,0.3978642300577387,0.40612041797976445
F_GOOD_LOCATION,F_HTF_LTF_AGREE,0.37989967335510966,0.4122297782938022
F_GOOD_LOCATION,F_CT_LOW,0.4465361862110908,0.4465361862110908
F_GOOD_LOCATION,F_M15_NOT_NEUTRAL,0.3873305814671564,0.47890750262619564
F_GOOD_LOCATION,F_M5_TRENDING,0.1952831411170144,0.4849892187759164
F_GOOD_LOCATION,F_M5_DIRECTION_ALIGN,0.15969089203555634,0.4799579808702383
F_GOOD_LOCATION,F_MARKET_REVERSAL,0.26842178576403397,0.5644385470227236
F_GOOD_LOCATION,F_CONF_HIGH,0.3476530929437364,0.4198595676452701
F_GOOD_LOCATION,F_SB_WINDOW,0.1041989836854774,0.537043180184663
F_GOOD_LOCATION,F_RTH,0.18444211390269483,0.5055564770276995
F_ALIGNED_ACTIVE,F_HTF_SUPPORT,0.4164809863339275,0.5656272460883508
F_ALIGNED_ACTIVE,F_NO_HTF_CONTRA,0.7116183919989609,0.7544921767014983
F_ALIGNED_ACTIVE,F_FALSE_REV_LOW,0.6695833955502464,0.6941449659976779
F_ALIGNED_ACTIVE,F_REVERSAL_STRONG,0.237863515235778,0.272626748493393
F_ALIGNED_ACTIVE,F_NO_PULLBACK,0.6649169632265718,0.6876485873832034
F_ALIGNED_ACTIVE,F_HTF_LTF_AGREE,0.6920453468910853,0.7304141095814674
F_ALIGNED_ACTIVE,F_CT_LOW,0.6198098081494996,0.6198098081494996
F_ALIGNED_ACTIVE,F_M15_NOT_NEUTRAL,0.454869676345588,0.49295073809918727
F_ALIGNED_ACTIVE,F_M5_TRENDING,0.35543130990415334,0.553823187925029
F_ALIGNED_ACTIVE,F_M5_DIRECTION_ALIGN,0.34151925078043704,0.5626693205064411
F_ALIGNED_ACTIVE,F_MARKET_REVERSAL,0.00301627594445274,0.07712721844418644
F_ALIGNED_ACTIVE,F_CONF_HIGH,0.8242711665012316,0.8678608945651572
F_ALIGNED_ACTIVE,F_SB_WINDOW,0.11257648420704482,0.4066180129374689
F_ALIGNED_ACTIVE,F_RTH,0.22502944417005433,0.43611433626361473
F_HTF_SUPPORT,F_NO_HTF_CONTRA,0.5190491911521955,0.5972798142312158
F_HTF_SUPPORT,F_FALSE_REV_LOW,0.4223731753143518,0.4475866644551335
F_HTF_SUPPORT,F_REVERSAL_STRONG,0.26618881978848247,0.4226516282412783
F_HTF_SUPPORT,F_NO_PULLBACK,0.42291420842087085,0.44567921711726655
F_HTF_SUPPORT,F_HTF_LTF_AGREE,0.31442749803745657,0.32401724995853376
F_HTF_SUPPORT,F_CT_LOW,0.43462155139050146,0.43462155139050146
F_HTF_SUPPORT,F_M15_NOT_NEUTRAL,0.5925898006106065,0.7011942278984906
F_HTF_SUPPORT,F_M5_TRENDING,0.24524593161455477,0.5435672029634544
F_HTF_SUPPORT,F_M5_DIRECTION_ALIGN,0.21074595722483047,0.5399181732736219
F_HTF_SUPPORT,F_MARKET_REVERSAL,0.14759486106961459,0.4479183944269365
F_HTF_SUPPORT,F_CONF_HIGH,0.4787776476262661,0.5817714380494278
F_HTF_SUPPORT,F_SB_WINDOW,0.12351306281267371,0.5641068170509206
F_HTF_SUPPORT,F_RTH,0.2275938295929646,0.5556753469342621
F_NO_HTF_CONTRA,F_FALSE_REV_LOW,0.801248375981472,0.8054680157018853
F_NO_HTF_CONTRA,F_REVERSAL_STRONG,0.43491082314911955,0.4490794493282468
F_NO_HTF_CONTRA,F_NO_PULLBACK,0.8036574713291442,0.8073754630397523
F_NO_HTF_CONTRA,F_HTF_LTF_AGREE,0.7228608276326118,0.726737435727318
F_NO_HTF_CONTRA,F_CT_LOW,0.8373417371592857,0.8373417371592857
F_NO_HTF_CONTRA,F_M15_NOT_NEUTRAL,0.5707690606512965,0.5707690606512965
F_NO_HTF_CONTRA,F_M5_TRENDING,0.33408851590669775,0.42309393487034885
F_NO_HTF_CONTRA,F_M5_DIRECTION_ALIGN,0.2897301469878743,0.38953391938961685
F_NO_HTF_CONTRA,F_MARKET_REVERSAL,0.18782234957020058,0.21642616243710952
F_NO_HTF_CONTRA,F_CONF_HIGH,0.8668333549811664,0.886631282136341
F_NO_HTF_CONTRA,F_SB_WINDOW,0.12088691224338521,0.24592248576325537
F_NO_HTF_CONTRA,F_RTH,0.2548645435775512,0.3415436501354564
F_FALSE_REV_LOW,F_REVERSAL_STRONG,0.5583362298690766,0.5784817824957151
F_FALSE_REV_LOW,F_NO_PULLBACK,0.9930308422301305,0.9935036213855255
F_FALSE_REV_LOW,F_HTF_LTF_AGREE,0.843657312343144,0.8484546912146845
F_FALSE_REV_LOW,F_CT_LOW,0.9256648421518218,0.9256648421518218
F_FALSE_REV_LOW,F_M15_NOT_NEUTRAL,0.6834310398025301,0.6880079615193233
F_FALSE_REV_LOW,F_M5_TRENDING,0.32411439331528774,0.3649582573118815
F_FALSE_REV_LOW,F_M5_DIRECTION_ALIGN,0.2828612065900202,0.33095593520207883
F_FALSE_REV_LOW,F_MARKET_REVERSAL,0.3334328803942064,0.3829822524465085
F_FALSE_REV_LOW,F_CONF_HIGH,0.8121715241280458,0.8261182064466192
F_FALSE_REV_LOW,F_SB_WINDOW,0.12478526153663883,0.18314258859954663
F_FALSE_REV_LOW,F_RTH,0.2686156189583455,0.3097805053353237
F_REVERSAL_STRONG,F_NO_PULLBACK,0.5546955921279779,0.5721512688671422
F_REVERSAL_STRONG,F_HTF_LTF_AGREE,0.47385901620569204,0.49201083651241223
F_REVERSAL_STRONG,F_CT_LOW,0.5615911980980814,0.5615911980980814
F_REVERSAL_STRONG,F_M15_NOT_NEUTRAL,0.47667381162526795,0.5410515840106154
F_REVERSAL_STRONG,F_M5_TRENDING,0.2048293089092423,0.41919610770166416
F_REVERSAL_STRONG,F_M5_DIRECTION_ALIGN,0.16322353940610881,0.4009509592525018
F_REVERSAL_STRONG,F_MARKET_REVERSAL,0.5495938961358602,0.7470558965002488
F_REVERSAL_STRONG,F_CONF_HIGH,0.37631792376317924,0.4047658539282358
F_REVERSAL_STRONG,F_SB_WINDOW,0.11895525081198123,0.46008182672637804
F_REVERSAL_STRONG,F_RTH,0.2429066314747608,0.49250843147011664
F_NO_PULLBACK,F_HTF_LTF_AGREE,0.8459897004011723,0.8503621385525516
F_NO_PULLBACK,F_CT_LOW,0.9321612207662963,0.9321612207662963
F_NO_PULLBACK,F_M15_NOT_NEUTRAL,0.6881286598862458,0.6922928069884448
F_NO_PULLBACK,F_M5_TRENDING,0.3247920815274687,0.3626085033449439
F_NO_PULLBACK,F_M5_DIRECTION_ALIGN,0.2829816081112945,0.32750041466246477
F_NO_PULLBACK,F_MARKET_REVERSAL,0.3311091340450771,0.3764858738320341
F_NO_PULLBACK,F_CONF_HIGH,0.8066725978647686,0.8197876928180461
F_NO_PULLBACK,F_SB_WINDOW,0.12451808469937314,0.177641399900481
F_NO_PULLBACK,F_RTH,0.2685875772054539,0.30599325482390666
F_HTF_LTF_AGREE,F_CT_LOW,0.8614198042793166,0.8614198042793166
F_HTF_LTF_AGREE,F_M15_NOT_NEUTRAL,0.5948471277713274,0.5948471277713274
F_HTF_LTF_AGREE,F_M5_TRENDING,0.3183011583011583,0.3898932935257367
F_HTF_LTF_AGREE,F_M5_DIRECTION_ALIGN,0.2857367017103405,0.37081882014706696
F_HTF_LTF_AGREE,F_MARKET_REVERSAL,0.22478152670872156,0.25941283794990877
F_HTF_LTF_AGREE,F_CONF_HIGH,0.6990887653206789,0.7142699176203904
F_HTF_LTF_AGREE,F_SB_WINDOW,0.11821717583589486,0.22283960855863327
F_HTF_LTF_AGREE,F_RTH,0.25387015847763567,0.32581412063913306
F_CT_LOW,F_M15_NOT_NEUTRAL,0.7334273234920108,0.7334273234920108
F_CT_LOW,F_M5_TRENDING,0.3184331287665174,0.3184331287665174
F_CT_LOW,F_M5_DIRECTION_ALIGN,0.2711616077845967,0.2711616077845967
F_CT_LOW,F_MARKET_REVERSAL,0.3086470945983303,0.3086470945983303
F_CT_LOW,F_CONF_HIGH,0.7519489135843423,0.7519489135843423
F_CT_LOW,F_SB_WINDOW,0.12412229778293803,0.12412229778293803
F_CT_LOW,F_RTH,0.27154862608503344,0.27154862608503344
F_M15_NOT_NEUTRAL,F_M5_TRENDING,0.27355490845801117,0.40001105766572675
F_M15_NOT_NEUTRAL,F_M5_DIRECTION_ALIGN,0.23032129193892406,0.3715375684193067
F_M15_NOT_NEUTRAL,F_MARKET_REVERSAL,0.3196107260379472,0.4627080223364848
F_M15_NOT_NEUTRAL,F_CONF_HIGH,0.5343232438606511,0.5491789683197877
F_M15_NOT_NEUTRAL,F_SB_WINDOW,0.12545804157747706,0.33363741914081935
F_M15_NOT_NEUTRAL,F_RTH,0.2643989983305509,0.4153259246972964
F_M5_TRENDING,F_M5_DIRECTION_ALIGN,0.8515496136817432,0.9527284790180793
F_M5_TRENDING,F_MARKET_REVERSAL,0.10470439271452225,0.4917896831978769
F_M5_TRENDING,F_CONF_HIGH,0.3457995898647944,0.4796815392270692
F_M5_TRENDING,F_SB_WINDOW,0.09598137879099063,0.6349588101951678
F_M5_TRENDING,F_RTH,0.17045080618624547,0.5818543705423785
F_M5_DIRECTION_ALIGN,F_MARKET_REVERSAL,0.0699382747538642,0.49599159617404764
F_M5_DIRECTION_ALIGN,F_CONF_HIGH,0.31352924474730265,0.4653065737822746
F_M5_DIRECTION_ALIGN,F_SB_WINDOW,0.08969669257735101,0.6697904572344778
F_M5_DIRECTION_ALIGN,F_RTH,0.15306002584282863,0.6013711505501189
F_MARKET_REVERSAL,F_CONF_HIGH,0.14566411849020544,0.20910045889312767
F_MARKET_REVERSAL,F_SB_WINDOW,0.10596962204168138,0.6501631005694698
F_MARKET_REVERSAL,F_RTH,0.18435754189944134,0.6004312489633439
F_CONF_HIGH,F_SB_WINDOW,0.1197837532242677,0.31135622270138774
F_CONF_HIGH,F_RTH,0.248533081540433,0.3839774423619174
F_SB_WINDOW,F_RTH,0.25552631578947366,0.7653839774423619
