signal_id,marker_bar_timestamp,timestamp_ct,signal_type,direction,entry_price,stop,target,atr,architecture,candidate_id,event_id,entry_bar_index,impulse_3bar,realized_R,net_R,gross_R,MFE_R,MAE_R,MFE_minus_MAE,exit_type,target_hit,stop_hit,positive_R,R_ge_1,R_ge_2,clean_winner,immediate_expansion,wrong_direction,behavior_class,directional_efficiency,movement_efficiency,bars_to_plus_0.50r,bars_to_minus_0.50r,bars_to_plus_0.25r,bars_to_plus_0.50r,bars_to_plus_1.00r,bars_to_plus_1.50r,bars_to_plus_2.00r,bars_to_target,bars_to_minus_0.25r,bars_to_minus_0.50r,bars_to_minus_1.00r,close,close_3,filter_threshold,accepted,reject_reason,timestamp_ct_feat,signal_atr,close_feat,close_3_feat,impulse_3bar_x,filter_threshold_feat,accepted_feat,reject_reason_feat,candidate_id_feat,event_id_feat,body_atr,body_range,upper_wick_ratio,lower_wick_ratio,close_loc,range_atr,rel_volume,ret_1,ret_2,ret_3,ret_4,ret_8,mom_accel,consec_up,consec_down,dist_high_8_atr,dist_low_8_atr,break_high_8,break_low_8,dist_high_16_atr,dist_low_16_atr,break_high_16,break_low_16,dist_high_32_atr,dist_low_32_atr,break_high_32,break_low_32,impulse_3bar_y,pullback_from_high_8,pullback_from_low_8,disp_long,disp_short,mid_reclaim_up,mid_reclaim_down,ema8_slope,price_vs_ema8,price_vs_ema21,trend_agree,atr_percentile,atr_expansion,session_bucket,minutes_since_open,timestamp,bar_index,in_rth,avg_range_3_atr,avg_range_5_atr,avg_range_8_atr,atr_short_long_ratio,realized_vol_8,inside_bar_density_8,alternating_bars_8,overlap_density_5,dist_session_high_atr,dist_session_low_atr,session_travel_atr,pre_entry_efficiency_5,atr_feat,pre_entry_move_3_atr,pre_entry_move_5_atr,day_of_week,dist_from_disp_mid_atr,dist_from_bos_atr,impulse_margin,ret_1_atr,ret_2_atr,ret_3_atr,ret_4_atr,mom_accel_atr,trend_aligned,countertrend,rejection_wick,candidate_age_bars
625,2018-08-24 18:15:00+00:00,2018-08-24 18:15:00+00:00,RL,Long,7419.178056111825,7413.210343904471,7434.097336630208,7.956949609804267,DISPLACEMENT_FAILURE_REVERSAL,869.0,A_MID_4_2018-08-24 12:00:00-05:00_Long,20996,1.5395346961737688,0.4728686287347932,0.3513815370639449,0.4728686287347932,1.1850343385294209,0.4068654833644527,0.7781688551649681,TIME,0,0,1,0,0,0,1,0,IMMEDIATE_EXPANSION,0.31987778702125513,0.7444151461237006,1.0,,1.0,1.0,2.0,,,,3.0,,,7423.75,7411.5,0.65,True,,2018-08-24 18:15:00+00:00,7.956949609804267,7423.75,7411.5,1.5395346961737688,0.65,True,,869.0,A_MID_4_2018-08-24 12:00:00-05:00_Long,0.2827716788890596,0.32142857142857145,0.17857142857142858,0.5,0.8214285714285714,0.8797341120992965,0.4716041182331451,0.0003031732129623599,0.0010112927692567109,0.0016528368076638156,0.0009438096201166424,3.3676837071450194e-05,-0.0004047317255173599,3,0,-0.21993352802482413,-2.1364971293840056,0.0,0.0,-0.7226387349387078,-4.304413334200129,0.0,0.0,-0.7226387349387078,-6.723682142473194,0.0,0.0,1.5395346961737688,0.21993352802482413,2.1364971293840056,0.0,0.0,0.0,0.0,0.17715089598881104,0.6200281359606672,1.6490904267701072,True,0.66,0.978919664332685,4.0,525,2018-08-24 13:15:00-05:00,20996,True,1.036829489259885,1.0619647496055793,0.9111531875314142,1.3190955476910753,0.0006101195993889781,0.125,5.0,1.0,0.7226387349387078,7.47773995284402,8.200378687782727,0.475,7.9569496098042665,1.5395346961737688,1.1939248664204738,4,,,0.8895346961737688,0.0003031732129623599,0.0010112927692567109,0.0016528368076638156,0.0009438096201166424,-0.0004047317255173599,1.0,0.0,0.5,0.0
626,2018-08-27 15:00:00+00:00,2018-08-27 15:00:00+00:00,L,Long,7496.75,7490.815258044202,7514.554225867393,7.912989274396879,MOMENTUM_DISPLACEMENT,,MOMENTUM_DISPLACEMENT_2018-08-27 09:45:00-05:00_Long,21074,0.6634660831636411,-1.0,-1.1221620089634567,-1.0,0.0,1.9377422111444857,-1.9377422111444857,STOP,0,1,0,0,0,0,0,1,WRONG_DIRECTION,0.0,0.0,,1.0,,,,,,,1.0,1.0,1.0,7496.75,7491.5,0.65,True,,2018-08-27 15:00:00+00:00,7.912989274396879,7496.75,7491.5,0.6634660831636411,0.65,True,,,MOMENTUM_DISPLACEMENT_2018-08-27 09:45:00-05:00_Long,0.22115536105454703,0.16279069767441862,0.06976744186046512,0.7674418604651163,0.9302325581395349,1.3585257893350746,1.5688508725376955,0.00023348899266184553,0.0013356930577352877,0.0007007942334646966,0.0017370970435943711,0.004488661106086589,-0.0008684577799698001,2,0,0.0947808690233773,-6.192350109527317,1.0,0.0,0.0947808690233773,-6.192350109527317,1.0,0.0,0.0947808690233773,-6.192350109527317,1.0,0.0,0.6634660831636411,-0.0947808690233773,6.192350109527317,0.0,0.0,0.0,0.0,0.4706600800537165,1.6473102801882376,3.2172341096405326,True,0.85,1.3183041114679546,2.0,330,2018-08-27 10:00:00-05:00,21074,True,1.4638378660277163,1.79451778684261,1.5796811503896218,1.8376977893179627,0.0010011660454158661,0.0,4.0,1.0,0.0947808690233773,6.192350109527317,6.287130978550694,0.7266187050359713,7.912989274396879,0.6634660831636411,3.190955923787036,0,,,0.013466083163641063,0.00023348899266184553,0.0013356930577352877,0.0007007942334646966,0.0017370970435943711,-0.0008684577799698001,1.0,0.0,0.7674418604651163,
627,2018-08-27 15:30:00+00:00,2018-08-27 15:30:00+00:00,RS,Short,7489.808079567378,7496.220561151714,7473.776875606538,8.549975445780982,DISPLACEMENT_FAILURE_REVERSAL,870.0,A_MID_4_2018-08-27 09:45:00-05:00_Short,21076,1.081874451997923,-1.0,-1.113060753542119,-1.0,0.9837189369536126,1.1605367336727832,-0.17681779671917064,STOP,0,1,0,0,0,0,1,0,IMMEDIATE_EXPANSION,1.0,0.4587694230820159,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,7485.75,7495.0,0.65,True,,2018-08-27 15:30:00+00:00,8.549975445780982,7485.75,7495.0,1.081874451997923,0.65,True,,870.0,A_MID_4_2018-08-27 09:45:00-05:00_Short,0.35087820064797515,0.2222222222222222,0.4074074074074074,0.37037037037037035,0.37037037037037035,1.578951902915888,1.3013295359631947,-0.00040060090135207727,-0.0014673024977490678,-0.001234156104069406,-0.00013356930577357318,0.003821784169767639,0.0006665281879199014,0,2,-1.3742729525379027,-4.444457208207685,0.0,0.0,-1.3742729525379027,-4.444457208207685,0.0,0.0,-1.3742729525379027,-4.444457208207685,0.0,0.0,1.0818744519979233,1.3742729525379027,4.444457208207685,0.0,0.0,0.0,0.0,0.023813627124401736,0.0833476949352997,1.3685157471596863,True,0.97,1.2024456280391356,3.0,360,2018-08-27 10:30:00-05:00,21076,True,1.2865534023759089,1.3333371624623056,1.6959113031318798,1.9270400398447407,0.0011178212584125055,0.0,4.0,1.0,1.3742729525379027,4.444457208207685,5.818730160745588,-0.22330097087378642,8.549975445780982,1.0818744519979233,0.6725165512419523,0,,,0.43187445199792307,0.00040060090135207727,0.0014673024977490678,0.001234156104069406,0.00013356930577357318,-0.0006665281879199014,0.0,1.0,0.4074074074074074,0.0
628,2018-08-27 20:00:00+00:00,2018-08-27 20:00:00+00:00,L,Long,7498.25,7493.03274290469,7513.90177128593,6.956342793746712,MOMENTUM_DISPLACEMENT,,MOMENTUM_DISPLACEMENT_2018-08-27 14:45:00-05:00_Long,21094,0.8265837625438566,1.245865381225571,1.106903473319642,1.245865381225571,2.4438128631732354,0.43126109350115915,2.0125517696720765,TIME,0,0,1,1,0,0,0,0,DELAYED_EXPANSION,0.8125,0.8500000000000001,3.0,,3.0,3.0,3.0,3.0,3.0,,1.0,,,7498.25,7492.5,0.65,True,,2018-08-27 20:00:00+00:00,6.956342793746712,7498.25,7492.5,0.8265837625438566,0.65,True,,,MOMENTUM_DISPLACEMENT_2018-08-27 14:45:00-05:00_Long,0.10781527337528564,0.1111111111111111,0.07407407407407407,0.8148148148148148,0.9259259259259259,0.9703374603775707,1.2029300191786145,6.668667266840345e-05,0.0007674341007675167,0.0007674341007675167,0.0008676210498215209,0.0008676210498215209,-0.0006340140280323148,2,0,0.03593842445842855,-1.97661334521357,1.0,0.0,0.03593842445842855,-1.97661334521357,1.0,0.0,0.03593842445842855,-7.2595617406025665,1.0,0.0,0.8265837625438566,-0.03593842445842855,1.97661334521357,0.0,0.0,0.0,0.0,0.15535742309159897,0.543750980820531,1.1784944392914314,True,0.68,0.9936818758345459,5.0,630,2018-08-27 15:00:00-05:00,21094,True,1.0302348344749517,0.9847128301609421,0.9029529145180172,1.2238923360463017,0.00039175376492740153,0.0,5.0,1.0,0.0718768489168571,7.2595617406025665,7.331438589519423,0.3333333333333333,6.956342793746712,0.8265837625438566,0.4671995179595711,0,,,0.17658376254385655,6.668667266840345e-05,0.0007674341007675167,0.0007674341007675167,0.0008676210498215209,-0.0006340140280323148,1.0,0.0,0.8148148148148148,
629,2018-08-28 16:15:00+00:00,2018-08-28 16:15:00+00:00,L,Long,7506.75,7500.276021915704,7526.171934252889,8.631970779061493,MOMENTUM_DISPLACEMENT,,MOMENTUM_DISPLACEMENT_2018-08-28 11:00:00-05:00_Long,21170,0.7240524973926671,0.15446453277711483,0.04247774651370659,0.15446453277711483,1.3515646617997548,0.30892906555422966,1.0426355962455252,TIME,0,0,1,0,0,1,1,0,CLEAN_WINNER,0.1111111111111111,0.813953488372093,1.0,,1.0,1.0,2.0,,,,4.0,,,7506.75,7500.5,0.65,True,,2018-08-28 16:15:00+00:00,8.631970779061493,7506.75,7500.5,0.7240524973926671,0.65,True,,,MOMENTUM_DISPLACEMENT_2018-08-28 11:00:00-05:00_Long,0.02896209989570668,0.058823529411764705,0.8235294117647058,0.11764705882352941,0.17647058823529413,0.4923556982270136,0.48966151881459596,3.330446945981613e-05,0.0013005202080831335,0.0008332777814812342,-0.0008318913882603418,-0.0004660297593289675,-0.0012338690666213736,2,0,-1.4191428948896274,-1.4481049947853342,0.0,0.0,-2.3748921914479477,-1.4481049947853342,0.0,0.0,-2.3748921914479477,-1.4481049947853342,0.0,0.0,0.7240524973926671,1.4191428948896274,1.4481049947853342,0.0,0.0,0.0,1.0,-0.00565870263904589,-0.019805459236660616,-0.3876598228525961,True,0.97,1.1520044952558295,3.0,405,2018-08-28 11:15:00-05:00,21170,True,1.6604937273538498,1.4365201548270514,1.437244207324444,1.8723419065941704,0.0008802859592148917,0.0,5.0,1.0,2.3748921914479477,1.4481049947853342,3.822997186233282,-0.16363636363636364,8.631970779061493,0.7240524973926671,-0.5213177981227203,1,,,0.07405249739266706,3.330446945981613e-05,0.0013005202080831335,0.0008332777814812342,-0.0008318913882603418,-0.0012338690666213736,0.0,1.0,0.11764705882352941,
632,2018-08-29 14:45:00+00:00,2018-08-29 14:45:00+00:00,L,Long,7568.047849828018,7562.049431382895,7586.043105163388,7.997891260164262,MOMENTUM_DISPLACEMENT,,MOMENTUM_DISPLACEMENT_2018-08-29 09:30:00-05:00_Long,21255,2.969532746499509,3.0,2.8791348075108973,3.0,3.5763010480575534,0.4664312524400168,3.1098697956175365,TARGET,1,0,1,1,1,0,1,0,IMMEDIATE_EXPANSION,0.6748346428964945,0.8846247493600777,1.0,,1.0,1.0,2.0,2.0,2.0,3.0,1.0,,,7568.25,7544.5,0.65,True,,2018-08-29 14:45:00+00:00,7.997891260164262,7568.25,7544.5,2.969532746499509,0.65,True,,,MOMENTUM_DISPLACEMENT_2018-08-29 09:30:00-05:00_Long,0.18754943662102164,0.18181818181818182,0.6363636363636364,0.18181818181818182,0.36363636363636365,1.031521901415619,2.118354373444481,0.00016519096075073847,0.0019195763693529155,0.003147988600967544,0.004046300288547577,0.00711933198043857,-0.0015889046871062629,4,0,0.12503295774734774,-6.9393291549778,1.0,0.0,0.12503295774734774,-7.095620352161985,1.0,0.0,0.12503295774734774,-7.095620352161985,1.0,0.0,2.969532746499509,-0.12503295774734774,6.9393291549778,0.0,0.0,0.0,1.0,0.7091481803982974,2.4820186313939274,4.15939427507435,True,0.9,1.4117713844911817,2.0,315,2018-08-29 09:45:00-05:00,21255,True,1.8233973004821549,2.075547098605973,1.53165373240501,2.0098650846180366,0.0009188206306511577,0.25,2.0,1.0,0.6564230281735757,7.095620352161985,7.752043380335561,0.8484848484848485,7.997891260164262,2.969532746499509,3.500922816925737,2,,,2.319532746499509,0.00016519096075073847,0.0019195763693529155,0.003147988600967544,0.004046300288547577,-0.0015889046871062629,1.0,0.0,0.18181818181818182,
633,2018-08-29 19:15:00+00:00,2018-08-29 19:15:00+00:00,L,Long,7597.5,7592.266297027832,7613.201108916506,6.978270629558224,MOMENTUM_DISPLACEMENT,,MOMENTUM_DISPLACEMENT_2018-08-29 14:00:00-05:00_Long,21273,1.7554492581746597,0.716509901295812,0.5779846537119551,0.716509901295812,0.9075792083080285,0.716509901295812,0.19106930701221647,TIME,0,0,1,0,0,0,1,0,IMMEDIATE_EXPANSION,0.8823529411764706,0.5588235294117647,1.0,2.0,1.0,1.0,,,,,1.0,2.0,,7597.5,7585.25,0.65,True,,2018-08-29 19:15:00+00:00,6.978270629558224,7597.5,7585.25,1.7554492581746597,0.65,True,,,MOMENTUM_DISPLACEMENT_2018-08-29 14:00:00-05:00_Long,0.1433019802591559,0.2222222222222222,0.2777777777777778,0.5,0.5,0.6448589111662015,0.807432568505565,-0.0001316049220241311,0.0011530225662987892,0.0016149764345274598,0.0018130871930113202,0.0019121719636028267,-0.0014164014958999438,0,1,-0.17912747532394485,-2.615261139729595,0.0,0.0,-0.17912747532394485,-4.191582922580309,0.0,0.0,-0.17912747532394485,-12.323970302287407,0.0,0.0,1.7554492581746597,0.17912747532394485,2.615261139729595,0.0,0.0,0.0,0.0,0.3121008986890732,1.0923531454118864,2.8303127953263467,True,0.68,0.9538302683635234,5.0,585,2018-08-29 14:15:00-05:00,21273,True,1.0628230202554063,0.9529581687233867,0.8732464422042312,1.2680862284705923,0.0006432108786979761,0.125,3.0,1.0,0.32242945558310077,12.323970302287407,12.646399757870507,0.5128205128205128,6.978270629558224,1.7554492581746597,1.4330198025915588,2,,,1.1054492581746596,-0.0001316049220241311,0.0011530225662987892,0.0016149764345274598,0.00181308719301132,-0.0014164014958999438,1.0,0.0,0.5,
634,2018-08-30 15:15:00+00:00,2018-08-30 15:15:00+00:00,S,Short,7592.094897502183,7599.215254183412,7570.733827458495,9.49380890830536,MOMENTUM_DISPLACEMENT,,MOMENTUM_DISPLACEMENT_2018-08-30 10:00:00-05:00_Short,21348,1.184982772315787,-1.0,-1.1018207419175026,-1.0,0.7155396464357153,1.3208751919143353,-0.60533554547862,STOP,0,1,0,0,0,0,1,0,IMMEDIATE_EXPANSION,0.9750101954224852,0.35137224152985536,1.0,1.0,1.0,1.0,,,,,1.0,1.0,2.0,7591.0,7602.25,0.65,True,,2018-08-30 15:15:00+00:00,9.49380890830536,7591.0,7602.25,1.184982772315787,0.65,True,,,MOMENTUM_DISPLACEMENT_2018-08-30 10:00:00-05:00_Short,0.5266590099181275,0.32786885245901637,0.4426229508196721,0.22950819672131148,0.22950819672131148,1.6063099802502891,2.073680262664412,-0.0006911304920190764,-0.0014798250517938927,-0.0014798250517938927,-0.00019756338491927483,0.0012860676009893712,9.810953560429603e-05,0,2,-2.10663603967251,-1.9486383366970719,0.0,0.0,-2.10663603967251,-1.9486383366970719,0.0,0.0,-2.10663603967251,-1.9486383366970719,0.0,0.0,1.184982772315787,2.10663603967251,1.9486383366970719,0.0,0.0,0.0,0.0,-0.052322431502931144,-0.1831285102603548,0.2006614825184505,False,1.0,1.3416563638387429,2.0,345,2018-08-30 10:15:00-05:00,21348,True,1.7291970825645189,1.5062447683658449,1.4548955148988274,2.046073691004054,0.0007666028131196967,0.125,4.0,1.0,2.10663603967251,1.9486383366970719,4.055274376369582,0.05263157894736842,9.49380890830536,1.184982772315787,-0.13166475247953188,3,,,0.5349827723157871,0.0006911304920190764,0.0014798250517938927,0.0014798250517938927,0.00019756338491927483,-9.810953560429603e-05,1.0,0.0,0.4426229508196721,
635,2018-08-30 18:30:00+00:00,2018-08-30 18:30:00+00:00,S,Short,7583.75,7592.646548571944,7557.060354284169,11.862064762591416,MOMENTUM_DISPLACEMENT,,MOMENTUM_DISPLACEMENT_2018-08-30 13:15:00-05:00_Short,21361,2.9084312630630964,-1.0,-1.0814922769360666,-1.0,1.208333761465817,1.0959306208643456,0.11240314060147139,STOP,0,1,0,0,0,0,1,0,IMMEDIATE_EXPANSION,0.0,0.524390243902439,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,7583.75,7618.25,0.65,True,,2018-08-30 18:30:00+00:00,11.862064762591416,7583.75,7618.25,2.9084312630630964,0.65,True,,,MOMENTUM_DISPLACEMENT_2018-08-30 13:15:00-05:00_Short,0.1053779443138803,0.07246376811594203,0.8695652173913043,0.057971014492753624,0.13043478260869565,1.4542156315315482,1.2067476743668493,0.0001318782763508608,-0.004397912632511769,-0.004528599087716967,-0.004887809998687875,-0.004103742613263295,0.0046610718829673825,1,0,-3.6460768732602586,-0.6322676658832818,0.0,0.0,-3.6460768732602586,-0.6322676658832818,0.0,0.0,-3.6460768732602586,-0.9484014988249228,0.0,0.0,2.9084312630630964,3.6460768732602586,0.6322676658832818,0.0,0.0,0.0,0.0,-0.46572031959348836,-1.6300211185770177,-1.54516996387991,True,1.0,1.2973652702744167,4.0,540,2018-08-30 13:30:00-05:00,21361,True,1.7141478941724528,1.289826038401895,1.0932961722565082,1.9274826140486225,0.001756988187806701,0.0,3.0,1.0,3.6460768732602586,0.9484014988249228,4.594478372085181,-0.9548022598870056,11.862064762591416,2.9084312630630964,3.5617745178091544,3,,,2.2584312630630965,-0.0001318782763508608,0.004397912632511769,0.004528599087716967,0.004887809998687875,-0.0046610718829673825,1.0,0.0,0.8695652173913043,
636,2018-08-31 15:30:00+00:00,2018-08-31 15:30:00+00:00,S,Short,7586.821089558001,7593.906358707633,7565.565282109105,9.44702553284279,MOMENTUM_DISPLACEMENT,,MOMENTUM_DISPLACEMENT_2018-08-31 10:15:00-05:00_Short,21440,2.169995193590967,0.39816265245871596,0.29583767585036064,0.39816265245871596,2.0212484883153863,0.09581999323679241,1.9254284950785938,TIME,0,0,1,0,0,1,1,0,CLEAN_WINNER,0.0,0.9547393038667602,1.0,,1.0,1.0,1.0,1.0,2.0,,,,,7583.0,7603.5,0.65,True,,2018-08-31 15:30:00+00:00,9.44702553284279,7583.0,7603.5,2.169995193590967,0.65,True,,,MOMENTUM_DISPLACEMENT_2018-08-31 10:15:00-05:00_Short,0.6086571884462468,0.5,0.4782608695652174,0.021739130434782608,0.021739130434782608,1.2173143768924937,1.588864031817052,-0.0007247809184950382,-0.0018756786995294261,-0.0026961267837180003,-0.002794489923398147,-0.0010867775399308055,0.0004269516163036835,0,4,-3.0962126542700386,-1.2967044449507,0.0,0.0,-3.0962126542700386,-1.8788982773775447,0.0,0.0,-3.0962126542700386,-1.8788982773775447,0.0,0.0,2.169995193590967,3.0962126542700386,1.2967044449507,0.0,0.0,0.0,0.0,-0.2649922291299643,-0.9274728019551157,-0.35328042057976883,True,0.83,1.129251227253998,3.0,360,2018-08-31 10:30:00-05:00,21440,True,1.34081003831637,1.2543630753196566,1.5514142466374445,1.5806578794124773,0.0013948369056157404,0.0,3.0,1.0,3.0962126542700386,1.8788982773775447,4.975110931647583,-0.9318181818181818,9.44702553284279,2.169995193590967,2.169995193590967,4,,,1.519995193590967,0.0007247809184950382,0.0018756786995294261,0.0026961267837180003,0.002794489923398147,-0.00042695161630368356,1.0,0.0,0.4782608695652174,
637,2018-08-31 19:30:00+00:00,2018-08-31 19:30:00+00:00,S,Short,7586.0,7593.865986135615,7562.402041593157,10.48798151415214,MOMENTUM_DISPLACEMENT,,MOMENTUM_DISPLACEMENT_2018-08-31 14:15:00-05:00_Short,21456,1.096493160717558,-1.0,-1.0921689903211809,-1.0,0.3813889254669552,1.1123843659452861,-0.730995440478331,STOP,0,1,0,0,0,0,0,1,WRONG_DIRECTION,1.0,0.2553191489361702,,1.0,1.0,,,,,,1.0,1.0,1.0,7586.0,7574.5,0.65,True,,2018-08-31 19:30:00+00:00,10.48798151415214,7586.0,7574.5,1.096493160717558,0.65,True,,,MOMENTUM_DISPLACEMENT_2018-08-31 14:15:00-05:00_Short,1.4063716626594767,0.9076923076923077,0.09230769230769231,0.0,0.9076923076923077,1.549392509709593,1.2619641591463382,0.0020143314731038142,0.0005605565997295336,0.0015182520298369084,0.00165049184657029,0.0013860471256021967,0.00346518384887462,1,0,0.04767361568337209,-2.16914951359343,1.0,0.0,-0.7866146587756395,-2.16914951359343,0.0,0.0,-2.5028648233770348,-2.16914951359343,0.0,0.0,1.096493160717558,-0.04767361568337209,2.16914951359343,1.0,0.0,1.0,0.0,0.20900291630238213,0.7315102070582074,0.5601295159217988,True,0.88,1.0874661908119418,5.0,600,2018-08-31 14:30:00-05:00,21456,True,1.1203299685592443,0.9963785677824767,1.0190235352320784,1.42759794243256,0.0009528695018163209,0.125,4.0,1.0,2.5028648233770348,2.16914951359343,4.672014336970465,0.40540540540540543,10.487981514152139,-1.096493160717558,-1.4302084705011628,4,,,0.44649316071755807,-0.0020143314731038142,-0.0005605565997295336,-0.0015182520298369084,-0.00165049184657029,-0.00346518384887462,0.0,1.0,0.09230769230769231,
638,2018-09-03 14:45:00+00:00,2018-09-03 14:45:00+00:00,L,Long,7607.25,7604.381767553702,7615.854697338895,3.824309928397663,MOMENTUM_DISPLACEMENT,,MOMENTUM_DISPLACEMENT_2018-09-03 09:30:00-05:00_Long,21528,1.1766828746239828,3.0,2.747231086191859,3.0,3.312144387830811,0.7844552497494025,2.5276891380814086,TARGET,1,0,1,1,1,0,1,0,IMMEDIATE_EXPANSION,1.0,0.8085106382978723,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,,7607.25,7602.75,0.65,True,,2018-09-03 14:45:00+00:00,3.824309928397663,7607.25,7602.75,1.1766828746239828,0.65,True,,,MOMENTUM_DISPLACEMENT_2018-09-03 09:30:00-05:00_Long,0.26148508324977393,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.5883414373119914,1.1409003591414015,-0.00013143626983869172,0.000493193923850832,0.0005918910920390541,0.0002958579881657819,0.001019803934469321,-0.0007561485733830198,0,1,-0.3268563540622174,-2.81096464493507,0.0,0.0,-0.7190839789368784,-2.81096464493507,0.0,0.0,-0.7190839789368784,-4.4452464152461575,0.0,0.0,1.1766828746239828,0.3268563540622174,2.81096464493507,0.0,0.0,0.0,1.0,0.18656234702701874,0.6529682145948035,0.9992265896494201,True,0.01,0.9364347047438624,2.0,315,2018-09-03 09:45:00-05:00,21528,True,0.9151977913742089,0.9413462996991863,0.9723976533350969,0.8529517936795024,0.0003128043903189354,0.0,3.0,1.0,0.7190839789368784,4.9028453109332615,5.62192928987014,0.4222222222222222,3.824309928397663,1.1766828746239828,1.2420541454364262,0,,,0.5266828746239828,-0.00013143626983869172,0.000493193923850832,0.0005918910920390541,0.0002958579881657819,-0.0007561485733830199,1.0,0.0,0.2222222222222222,
640,2018-09-04 15:45:00+00:00,2018-09-04 15:45:00+00:00,S,Short,7552.089253135314,7563.039097371519,7519.239720426696,14.599792314941022,MOMENTUM_DISPLACEMENT,,MOMENTUM_DISPLACEMENT_2018-09-04 10:30:00-05:00_Short,21608,1.9178355003958227,0.8300805873804395,0.7638695998667728,0.8300805873804395,2.8849043378045787,0.0,2.8849043378045787,TIME,0,0,1,0,0,1,1,0,CLEAN_WINNER,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,,,,7539.75,7567.75,0.65,True,,2018-09-04 15:45:00+00:00,14.599792314941022,7539.75,7567.75,1.9178355003958227,0.65,True,,,MOMENTUM_DISPLACEMENT_2018-09-04 10:30:00-05:00_Short,0.9760412814514454,0.6785714285714286,0.2619047619047619,0.05952380952380952,0.05952380952380952,1.438376625296867,1.4163487599514006,-0.0018864177918983538,-0.003634081073045081,-0.003699910805721629,-0.0044891896352533545,0.0006303915063039511,-0.00013545145670390557,0,4,-2.756888531818995,-1.318511906522128,0.0,0.0,-2.756888531818995,-1.5753648753251401,0.0,0.0,-5.256924094834978,-1.5753648753251401,0.0,0.0,1.9178355003958227,2.756888531818995,1.318511906522128,0.0,1.0,0.0,0.0,-0.315653292901794,-1.1047865251563724,-1.7292661271933778,True,1.0,1.1499614609163042,3.0,375,2018-09-04 10:45:00-05:00,21608,True,0.9988726564561576,1.2123460127502164,1.2885457268284433,2.130386688126393,0.001657221389125197,0.25,4.0,1.0,5.753506501187468,1.5753648753251401,7.328871376512608,-0.3014354066985646,14.599792314941022,1.9178355003958227,1.0787824689726502,1,,,1.2678355003958228,0.001886417791898354,0.003634081073045081,0.003699910805721629,0.0044891896352533545,0.00013545145670390557,1.0,0.0,0.2619047619047619,
641,2018-09-04 20:30:00+00:00,2018-09-04 20:30:00+00:00,L,Long,7572.0,7563.158686631215,7598.523940106356,11.78841782504742,MOMENTUM_DISPLACEMENT,,MOMENTUM_DISPLACEMENT_2018-09-04 15:00:00-05:00_Long,21626,1.3996789259489644,-0.6503558645823556,-0.7323572562036091,-0.6503558645823556,0.3110397613219961,0.7351848903974454,-0.42414512907544927,TIME,0,0,0,0,0,0,0,0,STATIC_CHOP,0.0,0.29729729729729726,,2.0,1.0,,,,,,2.0,2.0,,7572.0,7555.5,0.65,True,,2018-09-04 20:30:00+00:00,11.78841782504742,7572.0,7555.5,1.3996789259489644,0.65,True,,,MOMENTUM_DISPLACEMENT_2018-09-04 15:00:00-05:00_Long,0.21207256453772189,0.625,0.1875,0.1875,0.8125,0.339316103260355,0.08054184722670914,0.00026420079260236484,0.0018192041808620107,0.0021838395870557026,0.001752935339838002,0.002051214186461925,-0.001290391871043406,3,0,0.06362176936131657,-2.2055546711923077,1.0,0.0,0.06362176936131657,-4.368694829477071,1.0,0.0,-0.67863220652071,-4.686803676283653,0.0,0.0,1.3996789259489644,-0.06362176936131657,2.2055546711923077,0.0,0.0,0.0,0.0,0.23812213460659645,0.8334274711232033,1.1615484636483961,True,0.75,0.9008624744871817,5.0,660,2018-09-04 15:30:00-05:00,21626,True,0.9826028823581114,0.8355659042786242,0.8694975146046597,1.1632659988927743,0.0007428325137164348,0.0,3.0,1.0,4.389902085930843,4.686803676283653,9.076705762214496,0.5714285714285714,11.78841782504742,1.3996789259489644,1.017948309781065,1,,,0.7496789259489643,0.00026420079260236484,0.0018192041808620107,0.0021838395870557026,0.001752935339838002,-0.001290391871043406,1.0,0.0,0.1875,
