seq_id,seq_type,direction,leg_id,pullback_id,setup_i,setup_ts,reaction_i,reaction_strength,failed,leg_distance_atr,pullback_depth_pct,prior_swing_holds
SEQ-0016165,R1,BULL,LEG-0038916,PB-0016165,623515,2019-07-16 22:15:00-05:00,623516.0,1.0,False,4.4799999999999995,0.625,True
SEQ-0016166,C1,BULL,LEG-0038917,PB-0016166,623572,2019-07-16 23:13:00-05:00,623573.0,0.9333333333333333,False,6.844444444444444,0.8181818181818182,True
SEQ-0016167,R1,BULL,LEG-0038927,PB-0016167,623681,2019-07-17 01:04:00-05:00,623685.0,0.2978723404255319,True,7.304347826086957,0.875,True
SEQ-0016168,C1,BULL,LEG-0038929,PB-0016168,623712,2019-07-17 01:35:00-05:00,623713.0,0.8571428571428571,False,7.7,0.5454545454545454,True
SEQ-0016169,C1,BULL,LEG-0038930,PB-0016169,623749,2019-07-17 02:12:00-05:00,623750.0,0.7216494845360825,False,5.820224719101124,0.6486486486486487,True
SEQ-0016170,C1,BULL,LEG-0038932,PB-0016170,623777,2019-07-17 02:40:00-05:00,623779.0,0.3146067415730337,False,3.8181818181818183,0.9629629629629629,True
SEQ-0016171,C1,BULL,LEG-0038933,PB-0016171,623853,2019-07-17 03:56:00-05:00,623854.0,0.411764705882353,False,5.288888888888889,0.5294117647058824,True
SEQ-0016172,C1,BULL,LEG-0038934,PB-0016172,623853,2019-07-17 03:56:00-05:00,623854.0,0.411764705882353,False,7.905882352941177,0.6666666666666666,True
SEQ-0016173,R1,BEAR,LEG-0038942,PB-0016173,623942,2019-07-17 05:25:00-05:00,623943.0,0.20289855072463767,False,7.0,0.34285714285714286,True
SEQ-0016174,C1,BEAR,LEG-0038943,PB-0016174,623976,2019-07-17 05:59:00-05:00,623977.0,1.0181818181818183,False,6.363636363636363,0.5666666666666667,True
SEQ-0016175,C1,BEAR,LEG-0038944,PB-0016175,624036,2019-07-17 06:59:00-05:00,624037.0,0.45161290322580644,False,3.9753086419753085,0.8260869565217391,True
SEQ-0016176,R1,BEAR,LEG-0038954,PB-0016176,624195,2019-07-17 09:38:00-05:00,624196.0,0.5764705882352942,False,6.1415094339622645,0.4946236559139785,True
SEQ-0016177,R1,BEAR,LEG-0038955,PB-0016177,624195,2019-07-17 09:38:00-05:00,624196.0,0.5764705882352942,False,7.4772727272727275,0.5,True
SEQ-0016178,C1,BEAR,LEG-0038956,PB-0016178,624272,2019-07-17 10:55:00-05:00,624273.0,0.3157894736842105,False,7.580487804878049,0.9459459459459459,True
SEQ-0016179,R1,BULL,LEG-0038957,PB-0016179,624252,2019-07-17 10:35:00-05:00,624253.0,0.7,False,3.656050955414013,0.926829268292683,True
SEQ-0016180,C1,BULL,LEG-0038959,PB-0016180,624301,2019-07-17 11:24:00-05:00,624302.0,0.6363636363636364,False,8.4,0.7246376811594203,True
SEQ-0016181,R1,BULL,LEG-0038962,PB-0016181,624346,2019-07-17 12:09:00-05:00,624348.0,0.6306306306306306,False,5.478260869565218,0.9555555555555556,True
SEQ-0016182,R1,BULL,LEG-0038963,PB-0016182,624346,2019-07-17 12:09:00-05:00,624348.0,0.6306306306306306,False,6.376237623762376,0.9565217391304348,True
SEQ-0016183,R1,BEAR,LEG-0038967,PB-0016183,624431,2019-07-17 13:34:00-05:00,624432.0,0.45161290322580644,False,7.0,0.7575757575757576,True
SEQ-0016184,C1,BEAR,LEG-0038968,PB-0016184,624472,2019-07-17 14:15:00-05:00,624473.0,0.109375,False,4.435643564356435,0.65625,True
SEQ-0016185,C1,BEAR,LEG-0038971,PB-0016185,624493,2019-07-17 14:36:00-05:00,624496.0,0.34426229508196726,True,5.716666666666667,0.40816326530612246,True
SEQ-0016186,C1,BEAR,LEG-0038973,PB-0016186,624573,2019-07-17 17:11:00-05:00,624578.0,0.1958041958041958,False,26.8062015503876,0.21052631578947367,True
SEQ-0016187,C1,BEAR,LEG-0038974,PB-0016187,624618,2019-07-17 17:56:00-05:00,624620.0,0.6666666666666666,True,4.7727272727272725,0.4,True
SEQ-0016188,C1,BEAR,LEG-0038975,PB-0016188,624620,2019-07-17 17:58:00-05:00,624621.0,0.6829268292682927,False,3.6666666666666665,0.45454545454545453,True
SEQ-0016189,C1,BEAR,LEG-0038976,PB-0016189,624639,2019-07-17 18:17:00-05:00,624641.0,0.7777777777777778,False,5.345454545454546,0.7142857142857143,True
SEQ-0016190,C1,BEAR,LEG-0038977,PB-0016190,624655,2019-07-17 18:33:00-05:00,624656.0,0.2295081967213115,False,5.090909090909091,0.95,True
SEQ-0016191,C1,BEAR,LEG-0038978,PB-0016191,624690,2019-07-17 19:08:00-05:00,624691.0,0.18421052631578946,False,6.059701492537314,0.7241379310344828,True
SEQ-0016192,R1,BEAR,LEG-0038981,PB-0016192,624777,2019-07-17 20:35:00-05:00,624779.0,1.1914893617021276,False,7.0,0.631578947368421,True
SEQ-0016193,R1,BULL,LEG-0038983,PB-0016193,624829,2019-07-17 21:27:00-05:00,624830.0,0.18421052631578946,False,7.8348623853211015,0.9672131147540983,True
SEQ-0016194,R1,BEAR,LEG-0038991,PB-0016194,624909,2019-07-17 22:47:00-05:00,624910.0,0.5090909090909091,False,7.333333333333333,0.3181818181818182,True
SEQ-0016195,R1,BEAR,LEG-0038992,PB-0016195,624912,2019-07-17 22:50:00-05:00,624913.0,0.5090909090909091,False,6.169491525423728,0.2692307692307692,True
SEQ-0016196,C1,BEAR,LEG-0038993,PB-0016196,624922,2019-07-17 23:00:00-05:00,624924.0,0.27999999999999997,False,4.285714285714286,0.6,True
SEQ-0016197,C1,BEAR,LEG-0038994,PB-0016197,624980,2019-07-17 23:58:00-05:00,624981.0,1.6153846153846154,False,6.34375,0.8275862068965517,True
SEQ-0016198,R1,BEAR,LEG-0038998,PB-0016198,625053,2019-07-18 01:11:00-05:00,625054.0,0.1728395061728395,False,6.1923076923076925,0.34782608695652173,True
SEQ-0016199,R1,BULL,LEG-0039001,PB-0016199,625079,2019-07-18 01:37:00-05:00,625081.0,0.358974358974359,False,13.156626506024097,0.47435897435897434,True
SEQ-0016200,C1,BULL,LEG-0039006,PB-0016200,625121,2019-07-18 02:19:00-05:00,625122.0,0.25225225225225223,False,4.072727272727273,0.75,True
SEQ-0016201,C1,BULL,LEG-0039007,PB-0016201,625187,2019-07-18 03:25:00-05:00,625188.0,0.9032258064516129,False,5.703703703703704,0.45454545454545453,True
SEQ-0016202,R1,BULL,LEG-0039011,PB-0016202,625200,2019-07-18 03:38:00-05:00,625202.0,0.2978723404255319,False,3.076923076923077,0.65,True
SEQ-0016203,C1,BULL,LEG-0039012,PB-0016203,625222,2019-07-18 04:00:00-05:00,625224.0,0.48275862068965514,True,4.0,0.375,True
SEQ-0016204,C1,BULL,LEG-0039013,PB-0016204,625292,2019-07-18 05:10:00-05:00,625294.0,0.6774193548387096,False,7.341463414634147,0.5581395348837209,True
SEQ-0016205,C1,BULL,LEG-0039014,PB-0016205,625292,2019-07-18 05:10:00-05:00,625294.0,0.6774193548387096,False,10.333333333333334,0.6935483870967742,True
SEQ-0016206,R1,BULL,LEG-0039018,PB-0016206,625312,2019-07-18 05:30:00-05:00,625313.0,0.6021505376344086,False,6.895522388059701,0.7878787878787878,True
SEQ-0016207,C1,BULL,LEG-0039019,PB-0016207,625321,2019-07-18 05:39:00-05:00,625322.0,0.5072463768115941,False,4.4,0.5454545454545454,True
SEQ-0016208,C1,BULL,LEG-0039020,PB-0016208,625363,2019-07-18 06:21:00-05:00,625364.0,0.40384615384615385,False,5.6,0.8125,True
SEQ-0016209,R1,BULL,LEG-0039023,PB-0016209,625403,2019-07-18 07:01:00-05:00,625404.0,1.2923076923076922,False,5.305263157894737,0.9722222222222222,True
SEQ-0016210,R1,BULL,LEG-0039028,PB-0016210,625525,2019-07-18 09:03:00-05:00,625526.0,0.9402985074626866,False,6.277286135693215,0.5723684210526315,True
SEQ-0016211,C1,BEAR,LEG-0039032,PB-0016211,625570,2019-07-18 09:48:00-05:00,625571.0,1.9166666666666667,False,6.455958549222798,0.4943820224719101,True
SEQ-0016212,C1,BEAR,LEG-0039033,PB-0016212,625585,2019-07-18 10:03:00-05:00,625586.0,0.9824561403508772,False,5.456410256410257,0.42105263157894735,True
SEQ-0016213,C1,BEAR,LEG-0039034,PB-0016213,625602,2019-07-18 10:20:00-05:00,625603.0,1.4000000000000001,False,5.128712871287129,0.17567567567567569,True
SEQ-0016214,C1,BEAR,LEG-0039035,PB-0016214,625667,2019-07-18 11:25:00-05:00,625668.0,0.4605263157894737,False,8.443298969072165,0.5042735042735043,True
SEQ-0016215,C1,BEAR,LEG-0039036,PB-0016215,625667,2019-07-18 11:25:00-05:00,625668.0,0.4605263157894737,False,8.038277511961722,0.5166666666666667,True
SEQ-0016216,C1,BEAR,LEG-0039037,PB-0016216,625687,2019-07-18 11:45:00-05:00,625688.0,0.6666666666666666,False,10.639999999999999,0.6776315789473685,True
SEQ-0016217,R1,BULL,LEG-0039038,PB-0016217,625660,2019-07-18 11:18:00-05:00,625661.0,0.8400000000000001,False,5.528662420382166,0.24193548387096775,True
SEQ-0016218,R1,BULL,LEG-0039039,PB-0016218,625677,2019-07-18 11:35:00-05:00,625680.0,0.7368421052631579,True,4.7,0.7446808510638298,True
SEQ-0016219,C1,BULL,LEG-0039040,PB-0016219,625699,2019-07-18 11:57:00-05:00,625701.0,0.45161290322580644,False,5.090909090909091,0.9090909090909091,True
SEQ-0016220,C1,BULL,LEG-0039042,PB-0016220,625754,2019-07-18 12:52:00-05:00,625755.0,0.5072463768115941,False,3.748031496062992,0.3235294117647059,True
SEQ-0016221,C1,BULL,LEG-0039043,PB-0016221,625754,2019-07-18 12:52:00-05:00,625755.0,0.5072463768115941,False,7.254545454545455,0.5964912280701754,True
SEQ-0016222,C1,BULL,LEG-0039047,PB-0016222,625848,2019-07-18 14:26:00-05:00,625849.0,0.8792270531400965,False,11.25233644859813,0.1744186046511628,True
SEQ-0016223,C1,BULL,LEG-0039052,PB-0016223,625876,2019-07-18 14:54:00-05:00,625877.0,2.192771084337349,False,3.8539325842696632,0.7346938775510204,True
SEQ-0016224,C1,BULL,LEG-0039053,PB-0016224,625876,2019-07-18 14:54:00-05:00,625877.0,2.192771084337349,False,4.580246913580247,0.7547169811320755,True
SEQ-0016225,C1,BULL,LEG-0039054,PB-0016225,625896,2019-07-18 15:14:00-05:00,625897.0,0.29558541266794625,False,3.5627240143369177,0.3873239436619718,True
SEQ-0016226,C1,BULL,LEG-0039055,PB-0016226,625954,2019-07-18 17:27:00-05:00,625955.0,1.4210526315789473,False,6.827160493827161,0.5822784810126582,True
SEQ-0016227,C1,BULL,LEG-0039056,PB-0016227,625970,2019-07-18 17:43:00-05:00,625971.0,0.8,False,11.05263157894737,0.7444444444444445,True
SEQ-0016228,R1,BEAR,LEG-0039058,PB-0016228,625963,2019-07-18 17:36:00-05:00,625964.0,0.0440251572327044,False,5.767164179104478,0.3188405797101449,True
SEQ-0016229,R1,BULL,LEG-0039061,PB-0016229,626008,2019-07-18 18:21:00-05:00,626010.0,0.75,True,7.125,0.6140350877192983,True
SEQ-0016230,C1,BULL,LEG-0039062,PB-0016230,626044,2019-07-18 18:57:00-05:00,626045.0,1.2307692307692308,False,7.795454545454546,0.9183673469387755,True
SEQ-0016231,C1,BULL,LEG-0039063,PB-0016231,626076,2019-07-18 19:29:00-05:00,626077.0,0.5882352941176471,False,7.120689655172413,0.2542372881355932,True
SEQ-0016232,C1,BULL,LEG-0039064,PB-0016232,626091,2019-07-18 19:44:00-05:00,626092.0,0.9655172413793103,False,3.466666666666667,0.4230769230769231,True
SEQ-0016233,C1,BULL,LEG-0039065,PB-0016233,626092,2019-07-18 19:45:00-05:00,626093.0,0.15730337078651685,False,5.632183908045977,0.5142857142857142,True
SEQ-0016234,C1,BULL,LEG-0039066,PB-0016234,626114,2019-07-18 20:07:00-05:00,626115.0,0.2772277227722772,False,4.666666666666666,0.6451612903225806,True
SEQ-0016235,C1,BULL,LEG-0039068,PB-0016235,626130,2019-07-18 20:23:00-05:00,626131.0,0.42424242424242425,False,3.981651376146789,0.5483870967741935,True
SEQ-0016236,C1,BULL,LEG-0039069,PB-0016236,626132,2019-07-18 20:25:00-05:00,626133.0,0.5833333333333334,False,5.090909090909091,0.5833333333333334,True
SEQ-0016237,C1,BULL,LEG-0039070,PB-0016237,626201,2019-07-18 21:34:00-05:00,626202.0,0.5384615384615384,False,4.049586776859504,0.6,True
SEQ-0016238,C1,BULL,LEG-0039071,PB-0016238,626201,2019-07-18 21:34:00-05:00,626202.0,0.5384615384615384,False,5.4953271028037385,0.6666666666666666,True
SEQ-0016239,R1,BEAR,LEG-0039072,PB-0016239,626179,2019-07-18 21:12:00-05:00,626180.0,0.853658536585366,False,2.9473684210526314,0.8125,True
SEQ-0016240,R1,BEAR,LEG-0039079,PB-0016240,626341,2019-07-18 23:54:00-05:00,626342.0,0.2692307692307692,False,8.491803278688526,0.5405405405405406,True
SEQ-0016241,R1,BEAR,LEG-0039085,PB-0016241,626391,2019-07-19 00:44:00-05:00,626392.0,0.7777777777777778,False,4.827586206896552,0.5,True
SEQ-0016242,R1,BEAR,LEG-0039086,PB-0016242,626391,2019-07-19 00:44:00-05:00,626392.0,0.7777777777777778,False,5.220338983050847,0.5454545454545454,True
SEQ-0016243,C1,BEAR,LEG-0039087,PB-0016243,626418,2019-07-19 01:11:00-05:00,626419.0,2.6764705882352944,False,4.407407407407407,0.9411764705882353,True
SEQ-0016244,C1,BEAR,LEG-0039090,PB-0016244,626435,2019-07-19 01:28:00-05:00,626436.0,1.4285714285714286,False,4.232558139534883,0.7307692307692307,True
SEQ-0016245,C1,BULL,LEG-0039094,PB-0016245,626481,2019-07-19 02:14:00-05:00,626482.0,1.0,False,5.2,0.5897435897435898,True
SEQ-0016246,C1,BULL,LEG-0039095,PB-0016246,626512,2019-07-19 02:45:00-05:00,626515.0,0.8,False,5.205128205128205,0.3793103448275862,True
SEQ-0016247,C1,BULL,LEG-0039096,PB-0016247,626512,2019-07-19 02:45:00-05:00,626515.0,0.8,False,3.230769230769231,0.8888888888888888,True
SEQ-0016248,C1,BULL,LEG-0039097,PB-0016248,626513,2019-07-19 02:46:00-05:00,626515.0,0.823529411764706,False,3.8,0.6842105263157895,True
SEQ-0016249,C1,BULL,LEG-0039098,PB-0016249,626575,2019-07-19 03:48:00-05:00,626577.0,0.6153846153846154,False,5.090909090909091,0.8055555555555556,True
SEQ-0016250,R1,BEAR,LEG-0039100,PB-0016250,626569,2019-07-19 03:42:00-05:00,626571.0,1.7499999999999998,False,3.4999999999999996,0.7222222222222222,True
SEQ-0016251,C1,BEAR,LEG-0039101,PB-0016251,626581,2019-07-19 03:54:00-05:00,626582.0,0.2916666666666667,False,4.126315789473685,0.8928571428571429,True
SEQ-0016252,C1,BEAR,LEG-0039102,PB-0016252,626596,2019-07-19 04:09:00-05:00,626597.0,0.823529411764706,False,5.970588235294118,0.5172413793103449,True
SEQ-0016253,C1,BEAR,LEG-0039103,PB-0016253,626608,2019-07-19 04:21:00-05:00,626610.0,0.3835616438356164,False,3.4054054054054057,0.7777777777777778,True
SEQ-0016254,C1,BEAR,LEG-0039104,PB-0016254,626636,2019-07-19 04:49:00-05:00,626637.0,1.878048780487805,False,4.044444444444444,0.9615384615384616,True
SEQ-0016255,C1,BEAR,LEG-0039107,PB-0016255,626653,2019-07-19 05:06:00-05:00,626655.0,3.2199999999999998,False,5.26241134751773,0.4339622641509434,True
SEQ-0016256,C1,BEAR,LEG-0039108,PB-0016256,626672,2019-07-19 05:25:00-05:00,626673.0,0.13592233009708737,False,5.6491228070175445,0.782608695652174,True
SEQ-0016257,C1,BEAR,LEG-0039109,PB-0016257,626672,2019-07-19 05:25:00-05:00,626673.0,0.13592233009708737,False,5.6000000000000005,0.7916666666666666,True
SEQ-0016258,C1,BEAR,LEG-0039110,PB-0016258,626758,2019-07-19 06:51:00-05:00,626762.0,0.17073170731707318,False,5.852459016393444,0.9019607843137255,True
SEQ-0016259,R1,BULL,LEG-0039113,PB-0016259,626742,2019-07-19 06:35:00-05:00,626743.0,0.8484848484848485,False,6.428571428571429,0.4,True
SEQ-0016260,R1,BULL,LEG-0039114,PB-0016260,626773,2019-07-19 07:06:00-05:00,626774.0,1.0447761194029852,False,6.567901234567901,0.5526315789473685,True
SEQ-0016261,R1,BULL,LEG-0039118,PB-0016261,626809,2019-07-19 07:42:00-05:00,626810.0,0.2170542635658915,False,2.419753086419753,0.2857142857142857,True
SEQ-0016262,R1,BULL,LEG-0039119,PB-0016262,626809,2019-07-19 07:42:00-05:00,626810.0,0.2170542635658915,False,4.893203883495146,0.7222222222222222,True
SEQ-0016263,C1,BEAR,LEG-0039126,PB-0016263,626888,2019-07-19 09:01:00-05:00,626889.0,0.1660079051383399,False,8.898785425101215,0.33121019108280253,True
SEQ-0016264,C1,BEAR,LEG-0039127,PB-0016264,626905,2019-07-19 09:18:00-05:00,626906.0,0.48611111111111105,False,4.956204379562044,0.8247422680412371,True
SEQ-0016265,C1,BEAR,LEG-0039128,PB-0016265,626961,2019-07-19 10:14:00-05:00,626962.0,0.2038834951456311,False,4.333333333333333,0.8205128205128205,True
SEQ-0016266,C1,BEAR,LEG-0039131,PB-0016266,627058,2019-07-19 11:51:00-05:00,627059.0,0.4320987654320988,False,9.458015267175572,0.8361581920903954,True
SEQ-0016267,C1,BULL,LEG-0039132,PB-0016267,627031,2019-07-19 11:24:00-05:00,627032.0,2.5815602836879434,False,10.083916083916085,0.36893203883495146,True
SEQ-0016268,R1,BEAR,LEG-0039135,PB-0016268,627130,2019-07-19 13:03:00-05:00,627131.0,0.7706422018348624,False,7.135483870967742,0.4177215189873418,True
SEQ-0016269,R1,BEAR,LEG-0039140,PB-0016269,627178,2019-07-19 13:51:00-05:00,627179.0,0.17427385892116182,False,5.75,0.591304347826087,True
SEQ-0016270,R1,BEAR,LEG-0039142,PB-0016270,627231,2019-07-19 14:44:00-05:00,627232.0,1.6401673640167362,False,3.9861111111111107,0.5121951219512195,True
SEQ-0016271,R1,BEAR,LEG-0039143,PB-0016271,627231,2019-07-19 14:44:00-05:00,627232.0,1.6401673640167362,False,7.0,0.7101449275362319,True
SEQ-0016272,R1,BEAR,LEG-0039146,PB-0016272,627326,2019-07-21 17:34:00-05:00,,0.0,True,14.785046728971961,0.2743362831858407,True
SEQ-0016273,R1,BEAR,LEG-0039147,PB-0016273,627332,2019-07-21 17:40:00-05:00,627333.0,1.4583333333333335,False,17.355371900826448,0.48,True
SEQ-0016274,R1,BEAR,LEG-0039148,PB-0016274,627356,2019-07-21 18:04:00-05:00,627357.0,0.37333333333333335,False,14.069999999999999,0.6766169154228856,True
SEQ-0016275,R1,BULL,LEG-0039149,PB-0016275,627320,2019-07-21 17:28:00-05:00,627321.0,0.2947368421052632,False,15.806451612903224,0.1619047619047619,True
SEQ-0016276,C1,BULL,LEG-0039150,PB-0016276,627335,2019-07-21 17:43:00-05:00,627337.0,0.875,False,4.568421052631579,0.5161290322580645,True
SEQ-0016277,C1,BULL,LEG-0039151,PB-0016277,627339,2019-07-21 17:47:00-05:00,627340.0,0.34146341463414637,False,5.568181818181818,0.4,True
SEQ-0016278,R1,BEAR,LEG-0039156,PB-0016278,627441,2019-07-21 19:29:00-05:00,627443.0,0.691358024691358,False,6.363636363636364,0.76,True
SEQ-0016279,C1,BEAR,LEG-0039157,PB-0016279,627477,2019-07-21 20:05:00-05:00,627480.0,0.9423076923076923,False,5.557251908396946,0.7115384615384616,True
SEQ-0016280,C1,BEAR,LEG-0039159,PB-0016280,627500,2019-07-21 20:28:00-05:00,627501.0,0.9158878504672897,False,4.366972477064221,0.8529411764705882,True
SEQ-0016281,C1,BEAR,LEG-0039160,PB-0016281,627511,2019-07-21 20:39:00-05:00,627512.0,0.2763157894736842,False,3.5945945945945947,0.9736842105263158,True
SEQ-0016282,R1,BULL,LEG-0039162,PB-0016282,627562,2019-07-21 21:30:00-05:00,627563.0,0.5675675675675675,False,4.62,0.8787878787878788,True
SEQ-0016283,R1,BEAR,LEG-0039163,PB-0016283,627572,2019-07-21 21:40:00-05:00,627573.0,0.823529411764706,False,5.815384615384615,0.9629629629629629,True
SEQ-0016284,C1,BEAR,LEG-0039166,PB-0016284,627647,2019-07-21 22:55:00-05:00,627648.0,0.38888888888888884,False,3.6615384615384614,0.9411764705882353,True
SEQ-0016285,R1,BULL,LEG-0039167,PB-0016285,627671,2019-07-21 23:19:00-05:00,627673.0,0.4,True,4.439024390243903,0.8461538461538461,True
SEQ-0016286,C1,BULL,LEG-0039169,PB-0016286,627716,2019-07-22 00:04:00-05:00,627717.0,1.2444444444444445,False,7.724137931034482,0.5625,True
SEQ-0016287,C1,BULL,LEG-0039173,PB-0016287,627736,2019-07-22 00:24:00-05:00,627737.0,0.3684210526315789,False,7.8909090909090915,0.2903225806451613,True
SEQ-0016288,C1,BULL,LEG-0039175,PB-0016288,627771,2019-07-22 00:59:00-05:00,627772.0,2.394736842105263,False,7.116022099447513,0.8043478260869565,True
SEQ-0016289,R1,BULL,LEG-0039181,PB-0016289,627907,2019-07-22 03:15:00-05:00,627908.0,0.6086956521739131,False,5.870967741935483,0.20512820512820512,True
SEQ-0016290,R1,BULL,LEG-0039182,PB-0016290,627933,2019-07-22 03:41:00-05:00,627934.0,1.3243243243243243,False,6.8108108108108105,0.3333333333333333,True
SEQ-0016291,R1,BULL,LEG-0039189,PB-0016291,628039,2019-07-22 05:27:00-05:00,628040.0,1.2727272727272727,False,4.846153846153847,0.6666666666666666,True
SEQ-0016292,C1,BULL,LEG-0039190,PB-0016292,628096,2019-07-22 06:24:00-05:00,628097.0,0.7,False,6.294573643410853,0.6206896551724138,True
SEQ-0016293,C1,BULL,LEG-0039198,PB-0016293,628216,2019-07-22 08:24:00-05:00,628217.0,1.4823529411764707,False,6.235807860262009,0.7843137254901961,True
SEQ-0016294,R1,BULL,LEG-0039202,PB-0016294,628230,2019-07-22 08:38:00-05:00,628231.0,0.042682926829268296,False,3.7658227848101262,0.36470588235294116,True
SEQ-0016295,R1,BULL,LEG-0039203,PB-0016295,628305,2019-07-22 09:53:00-05:00,628306.0,0.17647058823529413,False,11.133333333333333,0.7365269461077845,True
SEQ-0016296,R1,BEAR,LEG-0039204,PB-0016296,628351,2019-07-22 10:39:00-05:00,628352.0,0.33816425120772947,False,4.909090909090909,0.8024691358024691,True
SEQ-0016297,R1,BEAR,LEG-0039205,PB-0016297,628366,2019-07-22 10:54:00-05:00,628368.0,1.6666666666666667,False,6.245098039215686,0.945054945054945,True
SEQ-0016298,R1,BULL,LEG-0039207,PB-0016298,628375,2019-07-22 11:03:00-05:00,628376.0,0.7241379310344828,False,5.989304812834225,0.6875,True
SEQ-0016299,R1,BULL,LEG-0039211,PB-0016299,628437,2019-07-22 12:05:00-05:00,628440.0,0.19858156028368795,True,4.4963503649635035,0.8636363636363636,True
SEQ-0016300,R1,BULL,LEG-0039214,PB-0016300,628531,2019-07-22 13:39:00-05:00,628532.0,0.5137614678899083,False,5.300970873786408,0.8461538461538461,True
SEQ-0016301,R1,BULL,LEG-0039218,PB-0016301,628587,2019-07-22 14:35:00-05:00,628588.0,0.2222222222222222,False,8.154639175257731,0.8849557522123894,True
SEQ-0016302,R1,BULL,LEG-0039220,PB-0016302,628618,2019-07-22 15:06:00-05:00,628619.0,0.4028776978417266,False,3.5492957746478875,0.6666666666666666,True
SEQ-0016303,R1,BULL,LEG-0039221,PB-0016303,628690,2019-07-22 17:33:00-05:00,628694.0,0.3111111111111111,True,6.233576642335766,0.4098360655737705,True
SEQ-0016304,R1,BEAR,LEG-0039224,PB-0016304,628684,2019-07-22 17:27:00-05:00,628686.0,1.9310344827586206,True,4.666666666666667,0.2222222222222222,True
SEQ-0016305,R1,BEAR,LEG-0039225,PB-0016305,628709,2019-07-22 17:52:00-05:00,628710.0,1.8064516129032258,False,6.416666666666667,0.5454545454545454,True
SEQ-0016306,R1,BEAR,LEG-0039226,PB-0016306,628765,2019-07-22 18:48:00-05:00,628768.0,0.9032258064516129,True,10.0,0.84,True
SEQ-0016307,C1,BULL,LEG-0039232,PB-0016307,628832,2019-07-22 19:55:00-05:00,628835.0,0.7466666666666667,True,7.522388059701493,0.4027777777777778,True
SEQ-0016308,R1,BEAR,LEG-0039238,PB-0016308,628966,2019-07-22 22:09:00-05:00,628967.0,1.3207547169811322,False,7.388888888888888,0.47368421052631576,True
SEQ-0016309,R1,BEAR,LEG-0039241,PB-0016309,629033,2019-07-22 23:16:00-05:00,629037.0,0.7,True,6.511627906976744,0.5,True
SEQ-0016310,R1,BEAR,LEG-0039242,PB-0016310,629033,2019-07-22 23:16:00-05:00,629037.0,0.7,True,6.159999999999999,0.9090909090909091,True
SEQ-0016311,R1,BEAR,LEG-0039246,PB-0016311,629080,2019-07-23 00:03:00-05:00,629081.0,0.3783783783783784,False,6.32258064516129,0.5,True
SEQ-0016312,R1,BEAR,LEG-0039247,PB-0016312,629080,2019-07-23 00:03:00-05:00,629081.0,0.3783783783783784,False,9.692307692307692,0.6111111111111112,True
SEQ-0016313,R1,BULL,LEG-0039252,PB-0016313,629172,2019-07-23 01:35:00-05:00,629173.0,1.4285714285714286,False,11.2,0.38461538461538464,True
SEQ-0016314,R1,BULL,LEG-0039258,PB-0016314,629265,2019-07-23 03:08:00-05:00,629266.0,0.17073170731707318,False,7.170731707317073,0.16666666666666666,True
SEQ-0016315,R1,BULL,LEG-0039259,PB-0016315,629289,2019-07-23 03:32:00-05:00,629290.0,3.970149253731343,False,11.15625,0.27450980392156865,True
SEQ-0016316,C1,BULL,LEG-0039261,PB-0016316,629299,2019-07-23 03:42:00-05:00,629300.0,0.45161290322580644,False,4.762886597938144,0.48484848484848486,True
SEQ-0016317,C1,BULL,LEG-0039262,PB-0016317,629323,2019-07-23 04:06:00-05:00,629325.0,0.2456140350877193,False,3.71875,0.9411764705882353,True
SEQ-0016318,C1,BULL,LEG-0039264,PB-0016318,629341,2019-07-23 04:24:00-05:00,629343.0,0.75,False,3.75,0.5333333333333333,True
SEQ-0016319,C1,BULL,LEG-0039265,PB-0016319,629360,2019-07-23 04:43:00-05:00,629362.0,1.2444444444444445,True,3.6521739130434785,1.0,True
SEQ-0016320,C1,BULL,LEG-0039267,PB-0016320,629372,2019-07-23 04:55:00-05:00,629373.0,0.9333333333333333,False,2.739130434782609,0.7777777777777778,True
SEQ-0016321,C1,BULL,LEG-0039268,PB-0016321,629388,2019-07-23 05:11:00-05:00,629389.0,3.862068965517241,False,4.226415094339623,0.8125,True
SEQ-0016322,C1,BULL,LEG-0039269,PB-0016322,629388,2019-07-23 05:11:00-05:00,629389.0,3.862068965517241,False,4.836363636363637,0.9473684210526315,True
SEQ-0016323,C1,BULL,LEG-0039270,PB-0016323,629442,2019-07-23 06:05:00-05:00,629443.0,2.909090909090909,False,5.191011235955057,0.30303030303030304,True
SEQ-0016324,C1,BULL,LEG-0039271,PB-0016324,629442,2019-07-23 06:05:00-05:00,629443.0,2.909090909090909,False,9.333333333333332,0.5208333333333334,True
SEQ-0016325,C1,BULL,LEG-0039276,PB-0016325,629557,2019-07-23 08:00:00-05:00,629559.0,1.0103092783505154,False,6.714285714285714,0.46808510638297873,True
SEQ-0016326,R1,BEAR,LEG-0039279,PB-0016326,629579,2019-07-23 08:22:00-05:00,629580.0,0.32941176470588235,False,4.618556701030927,0.96875,True
SEQ-0016327,R1,BEAR,LEG-0039281,PB-0016327,629673,2019-07-23 09:56:00-05:00,629675.0,0.7650273224043715,True,3.659751037344398,0.5714285714285714,True
SEQ-0016328,C1,BEAR,LEG-0039285,PB-0016328,629700,2019-07-23 10:23:00-05:00,629702.0,0.9,False,6.022346368715083,0.9090909090909091,True
