trade_id,instrument,python_signal_time,tv_signal_time,signal_match,python_direction,tv_direction,direction_match,python_entry_time,python_entry_time_ny,python_signal_time_ny,tv_entry_time,entry_time_match,python_entry,tv_entry,entry_price_match,python_atr,tv_atr,atr_match,python_stop,tv_stop,stop_match,python_target,tv_target,target_match,python_t5_time,tv_t5_time,t5_time_match,python_mfe_t5,tv_mfe_t5,mfe_match,python_exit_time,tv_exit_time,exit_time_match,python_reason,tv_reason,ohlc_match,classification,notes,review_window,tv_timezone_note
P60-035619,NQ1! (TV) vs LW continuous (Python),2026-07-13 10:22:00-05:00,,,LONG,,,2026-07-13 10:23:00-05:00,2026-07-13 11:23:00 EDT,2026-07-13 11:22:00 EDT,,,29707.0,,,19.839285714285715,,,29687.160714285714,,,29756.598214285714,,,,,,,,,3089692,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035649,NQ1! (TV) vs LW continuous (Python),2026-07-14 19:20:00-05:00,,,LONG,,,2026-07-14 19:21:00-05:00,2026-07-14 20:21:00 EDT,2026-07-14 20:20:00 EDT,,,29923.5,,,16.660714285714285,,,29906.839285714286,,,29965.151785714286,,,,,,,,,3091551,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035653,NQ1! (TV) vs LW continuous (Python),2026-07-14 23:17:00-05:00,,,LONG,,,2026-07-14 23:18:00-05:00,2026-07-15 00:18:00 EDT,2026-07-15 00:17:00 EDT,,,30007.5,,,5.053571428571429,,,30002.446428571428,,,30020.133928571428,,,,,,,,,3091793,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035655,NQ1! (TV) vs LW continuous (Python),2026-07-15 02:42:00-05:00,,,LONG,,,2026-07-15 02:43:00-05:00,2026-07-15 03:43:00 EDT,2026-07-15 03:42:00 EDT,,,29984.0,,,11.178571428571429,,,29972.821428571428,,,30011.946428571428,,,,,,,,,3091991,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035658,NQ1! (TV) vs LW continuous (Python),2026-07-15 13:26:00-05:00,,,LONG,,,2026-07-15 13:27:00-05:00,2026-07-15 14:27:00 EDT,2026-07-15 14:26:00 EDT,,,29733.25,,,12.696428571428571,,,29720.553571428572,,,29764.991071428572,,,,,,,,,3092635,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035665,NQ1! (TV) vs LW continuous (Python),2026-07-16 02:05:00-05:00,,,SHORT,,,2026-07-16 02:06:00-05:00,2026-07-16 03:06:00 EDT,2026-07-16 03:05:00 EDT,,,29649.75,,,12.571428571428571,,,29662.321428571428,,,29618.321428571428,,,,,,,,,3093341,,,M0_TARGET,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035667,NQ1! (TV) vs LW continuous (Python),2026-07-16 05:36:00-05:00,,,SHORT,,,2026-07-16 05:37:00-05:00,2026-07-16 06:37:00 EDT,2026-07-16 06:36:00 EDT,,,29534.0,,,10.285714285714286,,,29544.285714285714,,,29508.285714285714,,,,,,,,,3093545,,,M0_TARGET,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035669,NQ1! (TV) vs LW continuous (Python),2026-07-16 09:21:00-05:00,,,SHORT,,,2026-07-16 09:22:00-05:00,2026-07-16 10:22:00 EDT,2026-07-16 10:21:00 EDT,,,29426.0,,,31.517857142857142,,,29457.51785714286,,,29347.20535714286,,,,,,,,,3093770,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035674,NQ1! (TV) vs LW continuous (Python),2026-07-16 15:14:00-05:00,,,SHORT,,,2026-07-16 15:15:00-05:00,2026-07-16 16:15:00 EDT,2026-07-16 16:14:00 EDT,,,29167.5,,,13.446428571428571,,,29180.946428571428,,,29133.883928571428,,,,,,,,,3094123,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035686,NQ1! (TV) vs LW continuous (Python),2026-07-17 13:48:00-05:00,,,LONG,,,2026-07-17 13:49:00-05:00,2026-07-17 14:49:00 EDT,2026-07-17 14:48:00 EDT,,,28859.25,,,20.803571428571427,,,28838.446428571428,,,28911.258928571428,,,,,,,,,3095416,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035688,NQ1! (TV) vs LW continuous (Python),2026-07-17 14:41:00-05:00,,,LONG,,,2026-07-17 14:42:00-05:00,2026-07-17 15:42:00 EDT,2026-07-17 15:41:00 EDT,,,28791.0,,,28.107142857142858,,,28762.89285714286,,,28861.26785714286,,,3095483.0,,,2.2236340533672174,,,3095485,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035703,NQ1! (TV) vs LW continuous (Python),2026-07-20 17:11:00-05:00,,,SHORT,,,2026-07-20 17:12:00-05:00,2026-07-20 18:12:00 EDT,2026-07-20 18:11:00 EDT,,,28725.25,,,18.589285714285715,,,28743.839285714286,,,28678.776785714286,,,3096953.0,,,0.2555235350624399,,,3096953,,,T5_NO_PROGRESS,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035709,NQ1! (TV) vs LW continuous (Python),2026-07-21 07:06:00-05:00,,,LONG,,,2026-07-21 07:07:00-05:00,2026-07-21 08:07:00 EDT,2026-07-21 08:06:00 EDT,,,29167.0,,,9.839285714285714,,,29157.160714285714,,,29191.598214285714,,,,,,,,,3097778,,,M0_TARGET,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035714,NQ1! (TV) vs LW continuous (Python),2026-07-21 14:05:00-05:00,,,SHORT,,,2026-07-21 14:06:00-05:00,2026-07-21 15:06:00 EDT,2026-07-21 15:05:00 EDT,,,29319.5,,,9.767857142857142,,,29329.26785714286,,,29295.08035714286,,,3098207.0,,,0.5886654478976234,,,3098207,,,T5_NO_PROGRESS,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035716,NQ1! (TV) vs LW continuous (Python),2026-07-21 15:42:00-05:00,,,SHORT,,,2026-07-21 15:43:00-05:00,2026-07-21 16:43:00 EDT,2026-07-21 16:42:00 EDT,,,29293.0,,,4.160714285714286,,,29297.160714285714,,,29282.598214285714,,,,,,,,,3098295,,,M0_TARGET,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035721,NQ1! (TV) vs LW continuous (Python),2026-07-21 21:02:00-05:00,,,SHORT,,,2026-07-21 21:03:00-05:00,2026-07-21 22:03:00 EDT,2026-07-21 22:02:00 EDT,,,29257.0,,,11.035714285714286,,,29268.035714285714,,,29229.410714285714,,,,,,,,,3098550,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035740,NQ1! (TV) vs LW continuous (Python),2026-07-23 01:07:00-05:00,,,SHORT,,,2026-07-23 01:08:00-05:00,2026-07-23 02:08:00 EDT,2026-07-23 02:07:00 EDT,,,29087.0,,,12.142857142857142,,,29099.14285714286,,,29056.64285714286,,,,,,,,,3100179,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035744,NQ1! (TV) vs LW continuous (Python),2026-07-23 19:54:00-05:00,,,SHORT,,,2026-07-23 19:55:00-05:00,2026-07-23 20:55:00 EDT,2026-07-23 20:54:00 EDT,,,28637.75,,,16.464285714285715,,,28654.214285714286,,,28596.589285714286,,,,,,,,,3101242,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035745,NQ1! (TV) vs LW continuous (Python),2026-07-23 20:54:00-05:00,,,SHORT,,,2026-07-23 20:55:00-05:00,2026-07-23 21:55:00 EDT,2026-07-23 21:54:00 EDT,,,28644.0,,,12.410714285714286,,,28656.410714285714,,,28612.973214285714,,,,,,,,,3101304,,,M0_TARGET,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035748,NQ1! (TV) vs LW continuous (Python),2026-07-24 03:28:00-05:00,,,LONG,,,2026-07-24 03:29:00-05:00,2026-07-24 04:29:00 EDT,2026-07-24 04:28:00 EDT,,,28600.25,,,13.107142857142858,,,28587.14285714286,,,28633.01785714286,,,,,,,,,3101697,,,M0_TARGET,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035752,NQ1! (TV) vs LW continuous (Python),2026-07-24 07:14:00-05:00,,,LONG,,,2026-07-24 07:15:00-05:00,2026-07-24 08:15:00 EDT,2026-07-24 08:14:00 EDT,,,28689.25,,,15.160714285714286,,,28674.089285714286,,,28727.151785714286,,,,,,,,,3101926,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035753,NQ1! (TV) vs LW continuous (Python),2026-07-24 11:10:00-05:00,,,LONG,,,2026-07-24 11:11:00-05:00,2026-07-24 12:11:00 EDT,2026-07-24 12:10:00 EDT,,,28629.5,,,19.785714285714285,,,28609.714285714286,,,28678.964285714286,,,,,,,,,3102158,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035756,NQ1! (TV) vs LW continuous (Python),2026-07-24 15:05:00-05:00,,,SHORT,,,2026-07-24 15:06:00-05:00,2026-07-24 16:06:00 EDT,2026-07-24 16:05:00 EDT,,,28261.75,,,22.107142857142858,,,28283.85714285714,,,28206.48214285714,,,,,,,,,3102397,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035762,NQ1! (TV) vs LW continuous (Python),2026-07-27 02:01:00-05:00,,,LONG,,,2026-07-27 02:02:00-05:00,2026-07-27 03:02:00 EDT,2026-07-27 03:01:00 EDT,,,28716.75,,,8.232142857142858,,,28708.51785714286,,,28737.33035714286,,,,,,,,,3102993,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035763,NQ1! (TV) vs LW continuous (Python),2026-07-27 07:13:00-05:00,,,SHORT,,,2026-07-27 07:14:00-05:00,2026-07-27 08:14:00 EDT,2026-07-27 08:13:00 EDT,,,28643.0,,,10.357142857142858,,,28653.35714285714,,,28617.10714285714,,,3103315.0,,,0.5310344827586206,,,3103315,,,T5_NO_PROGRESS,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035766,NQ1! (TV) vs LW continuous (Python),2026-07-27 11:20:00-05:00,,,SHORT,,,2026-07-27 11:21:00-05:00,2026-07-27 12:21:00 EDT,2026-07-27 12:20:00 EDT,,,28067.25,,,25.714285714285715,,,28092.964285714286,,,28002.964285714286,,,,,,,,,3103550,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035768,NQ1! (TV) vs LW continuous (Python),2026-07-27 13:51:00-05:00,,,LONG,,,2026-07-27 13:52:00-05:00,2026-07-27 14:52:00 EDT,2026-07-27 14:51:00 EDT,,,28104.75,,,23.142857142857142,,,28081.60714285714,,,28162.60714285714,,,,,,,,,3103701,,,M0_TARGET,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035772,NQ1! (TV) vs LW continuous (Python),2026-07-27 19:10:00-05:00,,,SHORT,,,2026-07-27 19:11:00-05:00,2026-07-27 20:11:00 EDT,2026-07-27 20:10:00 EDT,,,28115.25,,,22.964285714285715,,,28138.214285714286,,,28057.839285714286,,,3103972.0,,,0.9362363919129082,,,3103972,,,T5_NO_PROGRESS,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035777,NQ1! (TV) vs LW continuous (Python),2026-07-28 03:22:00-05:00,,,LONG,,,2026-07-28 03:23:00-05:00,2026-07-28 04:23:00 EDT,2026-07-28 04:22:00 EDT,,,27963.25,,,18.160714285714285,,,27945.089285714286,,,28008.651785714286,,,,,,,,,3104460,,,M0_TARGET,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035780,NQ1! (TV) vs LW continuous (Python),2026-07-28 06:22:00-05:00,,,LONG,,,2026-07-28 06:23:00-05:00,2026-07-28 07:23:00 EDT,2026-07-28 07:22:00 EDT,,,27940.0,,,19.821428571428573,,,27920.178571428572,,,27989.553571428572,,,,,,,,,3104630,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035788,NQ1! (TV) vs LW continuous (Python),2026-07-28 14:37:00-05:00,,,SHORT,,,2026-07-28 14:38:00-05:00,2026-07-28 15:38:00 EDT,2026-07-28 15:37:00 EDT,,,27949.75,,,17.053571428571427,,,27966.803571428572,,,27907.116071428572,,,3105139.0,,,0.5424083769633509,,,3105139,,,T5_NO_PROGRESS,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035795,NQ1! (TV) vs LW continuous (Python),2026-07-29 07:58:00-05:00,,,SHORT,,,2026-07-29 07:59:00-05:00,2026-07-29 08:59:00 EDT,2026-07-29 08:58:00 EDT,,,27907.0,,,11.553571428571429,,,27918.553571428572,,,27878.116071428572,,,,,,,,,3106111,,,M0_TARGET,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035803,NQ1! (TV) vs LW continuous (Python),2026-07-29 21:57:00-05:00,,,SHORT,,,2026-07-29 21:58:00-05:00,2026-07-29 22:58:00 EDT,2026-07-29 22:57:00 EDT,,,27560.75,,,19.25,,,27580.0,,,27512.625,,,,,,,,,3106896,,,M0_TARGET,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035804,NQ1! (TV) vs LW continuous (Python),2026-07-29 23:07:00-05:00,,,SHORT,,,2026-07-29 23:08:00-05:00,2026-07-30 00:08:00 EDT,2026-07-30 00:07:00 EDT,,,27510.75,,,16.071428571428573,,,27526.821428571428,,,27470.571428571428,,,,,,,,,3106961,,,M0_TARGET,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035811,NQ1! (TV) vs LW continuous (Python),2026-07-30 07:41:00-05:00,,,LONG,,,2026-07-30 07:42:00-05:00,2026-07-30 08:42:00 EDT,2026-07-30 08:41:00 EDT,,,27787.5,,,27.285714285714285,,,27760.214285714286,,,27855.714285714286,,,3107483.0,,,0.9528795811518324,,,3107483,,,T5_NO_PROGRESS,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035812,NQ1! (TV) vs LW continuous (Python),2026-07-30 13:01:00-05:00,,,LONG,,,2026-07-30 13:02:00-05:00,2026-07-30 14:02:00 EDT,2026-07-30 14:01:00 EDT,,,28198.25,,,14.196428571428571,,,28184.053571428572,,,28233.741071428572,,,,,,,,,3107789,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035835,NQ1! (TV) vs LW continuous (Python),2026-08-02 19:59:00-05:00,,,LONG,,,2026-08-02 20:00:00-05:00,2026-08-02 21:00:00 EDT,2026-08-02 20:59:00 EDT,,,28622.25,,,16.625,,,28605.625,,,28663.8125,,,,,,,,,3109527,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035851,NQ1! (TV) vs LW continuous (Python),2026-08-03 12:17:00-05:00,,,LONG,,,2026-08-03 12:18:00-05:00,2026-08-03 13:18:00 EDT,2026-08-03 13:17:00 EDT,,,28861.25,,,8.696428571428571,,,28852.553571428572,,,28882.991071428572,,,,,,,,,3110513,,,M0_TARGET,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035855,NQ1! (TV) vs LW continuous (Python),2026-08-03 21:33:00-05:00,,,LONG,,,2026-08-03 21:34:00-05:00,2026-08-03 22:34:00 EDT,2026-08-03 22:33:00 EDT,,,28978.5,,,13.821428571428571,,,28964.678571428572,,,29013.053571428572,,,,,,,,,3111013,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035864,NQ1! (TV) vs LW continuous (Python),2026-08-04 09:11:00-05:00,,,LONG,,,2026-08-04 09:12:00-05:00,2026-08-04 10:12:00 EDT,2026-08-04 10:11:00 EDT,,,29531.25,,,23.839285714285715,,,29507.410714285714,,,29590.848214285714,,,,,,,,,3111705,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035865,NQ1! (TV) vs LW continuous (Python),2026-08-04 11:16:00-05:00,,,LONG,,,2026-08-04 11:17:00-05:00,2026-08-04 12:17:00 EDT,2026-08-04 12:16:00 EDT,,,29685.75,,,9.553571428571429,,,29676.196428571428,,,29709.633928571428,,,,,,,,,3111826,,,M0_TARGET,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035875,NQ1! (TV) vs LW continuous (Python),2026-08-04 21:46:00-05:00,,,LONG,,,2026-08-04 21:47:00-05:00,2026-08-04 22:47:00 EDT,2026-08-04 22:46:00 EDT,,,29871.0,,,9.107142857142858,,,29861.89285714286,,,29893.76785714286,,,,,,,,,3112394,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035890,NQ1! (TV) vs LW continuous (Python),2026-08-05 18:26:00-05:00,,,LONG,,,2026-08-05 18:27:00-05:00,2026-08-05 19:27:00 EDT,2026-08-05 19:26:00 EDT,,,29643.25,,,7.285714285714286,,,29635.964285714286,,,29661.464285714286,,,,,,,,,3113575,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035926,NQ1! (TV) vs LW continuous (Python),2026-08-07 12:08:00-05:00,,,LONG,,,2026-08-07 12:09:00-05:00,2026-08-07 13:09:00 EDT,2026-08-07 13:08:00 EDT,,,29765.0,,,11.767857142857142,,,29753.23214285714,,,29794.41964285714,,,,,,,,,3116018,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035928,NQ1! (TV) vs LW continuous (Python),2026-08-07 12:46:00-05:00,,,LONG,,,2026-08-07 12:47:00-05:00,2026-08-07 13:47:00 EDT,2026-08-07 13:46:00 EDT,,,29752.5,,,10.482142857142858,,,29742.01785714286,,,29778.70535714286,,,,,,,,,3116057,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
