signal_id,marker_bar_timestamp,actionable_timestamp,first_eligible_1m,signal_type,direction,confidence,quality_score
2958,2022-02-08 15:45:00+00:00,2022-02-08 16:00:00+00:00,2022-02-08 16:00:00+00:00,L,Long,A+,91.12925617344136
2959,2022-02-08 19:30:00+00:00,2022-02-08 19:45:00+00:00,2022-02-08 19:45:00+00:00,S,Short,B,45.31346500414333
2961,2022-02-09 17:45:00+00:00,2022-02-09 18:00:00+00:00,2022-02-09 18:00:00+00:00,L,Long,B,42.74216739477319
2963,2022-02-10 16:00:00+00:00,2022-02-10 16:15:00+00:00,2022-02-10 16:15:00+00:00,S,Short,A,61.84498873404789
2964,2022-02-10 18:30:00+00:00,2022-02-10 18:45:00+00:00,2022-02-10 18:45:00+00:00,S,Short,A+,64.58088787433627
2966,2022-02-11 16:00:00+00:00,2022-02-11 16:15:00+00:00,2022-02-11 16:15:00+00:00,S,Short,A+,67.45758161068146
2967,2022-02-11 18:00:00+00:00,2022-02-11 18:15:00+00:00,2022-02-11 18:15:00+00:00,S,Short,B,40.520269892807335
2968,2022-02-14 16:30:00+00:00,2022-02-14 16:45:00+00:00,2022-02-14 16:45:00+00:00,L,Long,B,45.18390007347038
2969,2022-02-14 18:30:00+00:00,2022-02-14 18:45:00+00:00,2022-02-14 18:45:00+00:00,S,Short,A,59.45115001773019
2972,2022-02-15 18:30:00+00:00,2022-02-15 18:45:00+00:00,2022-02-15 18:45:00+00:00,L,Long,B,42.89223404841905
2974,2022-02-16 19:30:00+00:00,2022-02-16 19:45:00+00:00,2022-02-16 19:45:00+00:00,L,Long,A+,79.3188524978542
2975,2022-02-17 18:15:00+00:00,2022-02-17 18:30:00+00:00,2022-02-17 18:30:00+00:00,S,Short,B,45.74614410153796
2976,2022-02-17 20:15:00+00:00,2022-02-17 20:30:00+00:00,2022-02-17 20:30:00+00:00,S,Short,B,44.98268926759248
2979,2022-02-18 19:30:00+00:00,2022-02-18 19:45:00+00:00,2022-02-18 19:45:00+00:00,L,Long,A,56.37162941134998
2980,2022-02-18 20:30:00+00:00,2022-02-18 20:45:00+00:00,2022-02-18 20:45:00+00:00,RS,Short,A,46.679376465896645
2981,2022-02-22 15:45:00+00:00,2022-02-22 16:00:00+00:00,2022-02-22 16:00:00+00:00,S,Short,A+,100.0
2984,2022-02-23 19:30:00+00:00,2022-02-23 19:45:00+00:00,2022-02-23 19:45:00+00:00,S,Short,A+,93.40307182310656
2989,2022-02-28 15:45:00+00:00,2022-02-28 16:00:00+00:00,2022-02-28 16:00:00+00:00,L,Long,A+,100.0
2990,2022-02-28 17:45:00+00:00,2022-02-28 18:00:00+00:00,2022-02-28 18:00:00+00:00,S,Short,B,38.90965365378047
2992,2022-03-01 18:15:00+00:00,2022-03-01 18:30:00+00:00,2022-03-01 18:30:00+00:00,S,Short,A+,94.34352919234249
2994,2022-03-02 16:15:00+00:00,2022-03-02 16:30:00+00:00,2022-03-02 16:30:00+00:00,L,Long,A+,76.29046901636903
2995,2022-03-02 18:15:00+00:00,2022-03-02 18:30:00+00:00,2022-03-02 18:30:00+00:00,L,Long,B,38.970344124152426
2996,2022-03-03 15:45:00+00:00,2022-03-03 16:00:00+00:00,2022-03-03 16:00:00+00:00,S,Short,A+,100.0
2999,2022-03-04 16:00:00+00:00,2022-03-04 16:15:00+00:00,2022-03-04 16:15:00+00:00,S,Short,A+,69.23340125665923
3002,2022-03-07 19:45:00+00:00,2022-03-07 20:00:00+00:00,2022-03-07 20:00:00+00:00,S,Short,A,63.14409663587768
3004,2022-03-08 16:00:00+00:00,2022-03-08 16:15:00+00:00,2022-03-08 16:15:00+00:00,L,Long,A,50.522142330245224
3006,2022-03-08 18:30:00+00:00,2022-03-08 18:45:00+00:00,2022-03-08 18:45:00+00:00,S,Short,A+,100.0
3007,2022-03-08 19:45:00+00:00,2022-03-08 20:00:00+00:00,2022-03-08 20:00:00+00:00,RL,Long,B,39.16364739918332
3009,2022-03-09 16:45:00+00:00,2022-03-09 17:00:00+00:00,2022-03-09 17:00:00+00:00,RL,Long,A,63.11668341753395
3012,2022-03-10 16:00:00+00:00,2022-03-10 16:15:00+00:00,2022-03-10 16:15:00+00:00,S,Short,A,55.20306813723257
3014,2022-03-10 18:30:00+00:00,2022-03-10 18:45:00+00:00,2022-03-10 18:45:00+00:00,RL,Long,B,38.02127965077805
3015,2022-03-11 16:15:00+00:00,2022-03-11 16:30:00+00:00,2022-03-11 16:30:00+00:00,S,Short,A+,72.20541583145406
3016,2022-03-11 19:00:00+00:00,2022-03-11 19:15:00+00:00,2022-03-11 19:15:00+00:00,S,Short,B,45.100793023384576
3019,2022-03-14 17:00:00+00:00,2022-03-14 17:15:00+00:00,2022-03-14 17:15:00+00:00,S,Short,A+,75.5323382766148
3020,2022-03-15 19:00:00+00:00,2022-03-15 19:15:00+00:00,2022-03-15 19:15:00+00:00,L,Long,A+,66.92286436480201
3021,2022-03-16 17:15:00+00:00,2022-03-16 17:30:00+00:00,2022-03-16 17:30:00+00:00,S,Short,A,51.660248794236765
3022,2022-03-16 17:45:00+00:00,2022-03-16 18:00:00+00:00,2022-03-16 18:00:00+00:00,RL,Long,A,60.902219126971424
3023,2022-03-16 19:30:00+00:00,2022-03-16 19:45:00+00:00,2022-03-16 19:45:00+00:00,L,Long,A,63.08147873063519
3024,2022-03-17 16:30:00+00:00,2022-03-17 16:45:00+00:00,2022-03-17 16:45:00+00:00,L,Long,A,47.23168089459623
3025,2022-03-17 19:45:00+00:00,2022-03-17 20:00:00+00:00,2022-03-17 20:00:00+00:00,L,Long,A+,69.53052286666367
3027,2022-03-18 15:00:00+00:00,2022-03-18 15:15:00+00:00,2022-03-18 15:15:00+00:00,L,Long,A,57.73007291281065
3028,2022-03-18 19:15:00+00:00,2022-03-18 19:30:00+00:00,2022-03-18 19:30:00+00:00,L,Long,A,62.19533969187275
3029,2022-03-21 15:00:00+00:00,2022-03-21 15:15:00+00:00,2022-03-21 15:15:00+00:00,L,Long,A+,82.94166513337541
3030,2022-03-21 17:00:00+00:00,2022-03-21 17:15:00+00:00,2022-03-21 17:15:00+00:00,S,Short,A+,98.25840287217926
3032,2022-03-22 15:15:00+00:00,2022-03-22 15:30:00+00:00,2022-03-22 15:30:00+00:00,L,Long,A,54.86597354643039
3033,2022-03-22 16:00:00+00:00,2022-03-22 16:15:00+00:00,2022-03-22 16:15:00+00:00,RS,Short,B,36.99076215863341
3034,2022-03-23 15:00:00+00:00,2022-03-23 15:15:00+00:00,2022-03-23 15:15:00+00:00,L,Long,B,42.72763559946048
3040,2022-03-25 19:30:00+00:00,2022-03-25 19:45:00+00:00,2022-03-25 19:45:00+00:00,S,Short,B,40.18677319743493
3043,2022-03-28 17:30:00+00:00,2022-03-28 17:45:00+00:00,2022-03-28 17:45:00+00:00,L,Long,B,42.58231055075633
3045,2022-03-29 17:45:00+00:00,2022-03-29 18:00:00+00:00,2022-03-29 18:00:00+00:00,L,Long,A+,64.60351151161785
3046,2022-03-30 15:00:00+00:00,2022-03-30 15:15:00+00:00,2022-03-30 15:15:00+00:00,S,Short,A+,73.48061039054842
3047,2022-03-30 16:45:00+00:00,2022-03-30 17:00:00+00:00,2022-03-30 17:00:00+00:00,L,Long,B,42.094217146480254
3048,2022-03-30 17:30:00+00:00,2022-03-30 17:45:00+00:00,2022-03-30 17:45:00+00:00,RS,Short,B,44.61043265883063
3049,2022-03-31 16:15:00+00:00,2022-03-31 16:30:00+00:00,2022-03-31 16:30:00+00:00,S,Short,B,42.773558276214075
3051,2022-03-31 19:00:00+00:00,2022-03-31 19:15:00+00:00,2022-03-31 19:15:00+00:00,L,Long,B,36.86095321906129
3052,2022-04-01 15:15:00+00:00,2022-04-01 15:30:00+00:00,2022-04-01 15:30:00+00:00,S,Short,A,50.84885672832702
3053,2022-04-01 18:15:00+00:00,2022-04-01 18:30:00+00:00,2022-04-01 18:30:00+00:00,L,Long,A,51.059173471279294
3057,2022-04-05 16:30:00+00:00,2022-04-05 16:45:00+00:00,2022-04-05 16:45:00+00:00,S,Short,B,36.64883053245056
3060,2022-04-06 17:30:00+00:00,2022-04-06 17:45:00+00:00,2022-04-06 17:45:00+00:00,L,Long,A+,84.17124448516597
3061,2022-04-06 18:15:00+00:00,2022-04-06 18:30:00+00:00,2022-04-06 18:30:00+00:00,RS,Short,A+,67.17956985154207
3062,2022-04-07 14:45:00+00:00,2022-04-07 15:00:00+00:00,2022-04-07 15:00:00+00:00,S,Short,A,48.03881777556139
3063,2022-04-07 17:15:00+00:00,2022-04-07 17:30:00+00:00,2022-04-07 17:30:00+00:00,L,Long,A+,90.30001911014236
3065,2022-04-08 15:00:00+00:00,2022-04-08 15:15:00+00:00,2022-04-08 15:15:00+00:00,L,Long,A,55.42877749553313
3066,2022-04-08 18:30:00+00:00,2022-04-08 18:45:00+00:00,2022-04-08 18:45:00+00:00,S,Short,A,46.93803351565767
3068,2022-04-11 14:45:00+00:00,2022-04-11 15:00:00+00:00,2022-04-11 15:00:00+00:00,S,Short,A,52.716404397450454
3072,2022-04-12 15:30:00+00:00,2022-04-12 15:45:00+00:00,2022-04-12 15:45:00+00:00,L,Long,A,50.866151091820875
3073,2022-04-12 16:15:00+00:00,2022-04-12 16:30:00+00:00,2022-04-12 16:30:00+00:00,RS,Short,A+,79.59268634359681
3074,2022-04-12 18:00:00+00:00,2022-04-12 18:15:00+00:00,2022-04-12 18:15:00+00:00,S,Short,A+,80.07994801055321
3075,2022-04-12 19:45:00+00:00,2022-04-12 20:00:00+00:00,2022-04-12 20:00:00+00:00,RL,Long,A,48.48639152163162
3076,2022-04-13 15:15:00+00:00,2022-04-13 15:30:00+00:00,2022-04-13 15:30:00+00:00,L,Long,A+,69.19659353322277
3079,2022-04-14 15:45:00+00:00,2022-04-14 16:00:00+00:00,2022-04-14 16:00:00+00:00,S,Short,B,42.52069568048509
3080,2022-04-14 19:00:00+00:00,2022-04-14 19:15:00+00:00,2022-04-14 19:15:00+00:00,S,Short,A,50.16807830703323
3081,2022-04-18 15:30:00+00:00,2022-04-18 15:45:00+00:00,2022-04-18 15:45:00+00:00,S,Short,A,58.37415304526843
3082,2022-04-18 17:15:00+00:00,2022-04-18 17:30:00+00:00,2022-04-18 17:30:00+00:00,RL,Long,B,45.972451335916666
3083,2022-04-18 17:45:00+00:00,2022-04-18 18:00:00+00:00,2022-04-18 18:00:00+00:00,L,Long,A+,78.92426742609965
3084,2022-04-19 14:45:00+00:00,2022-04-19 15:00:00+00:00,2022-04-19 15:00:00+00:00,L,Long,A,51.38784736332384
3085,2022-04-19 19:15:00+00:00,2022-04-19 19:30:00+00:00,2022-04-19 19:30:00+00:00,L,Long,A,58.089468989694026
3086,2022-04-20 15:15:00+00:00,2022-04-20 15:30:00+00:00,2022-04-20 15:30:00+00:00,S,Short,A+,71.12341594593497
3089,2022-04-21 15:45:00+00:00,2022-04-21 16:00:00+00:00,2022-04-21 16:00:00+00:00,S,Short,A+,100.0
3090,2022-04-21 18:15:00+00:00,2022-04-21 18:30:00+00:00,2022-04-21 18:30:00+00:00,S,Short,A,57.21676537929887
3091,2022-04-22 15:45:00+00:00,2022-04-22 16:00:00+00:00,2022-04-22 16:00:00+00:00,S,Short,A+,89.76938681693981
3093,2022-04-25 15:00:00+00:00,2022-04-25 15:15:00+00:00,2022-04-25 15:15:00+00:00,S,Short,A+,72.18516092491707
3094,2022-04-25 18:30:00+00:00,2022-04-25 18:45:00+00:00,2022-04-25 18:45:00+00:00,L,Long,A,47.36990823065324
3096,2022-04-26 16:15:00+00:00,2022-04-26 16:30:00+00:00,2022-04-26 16:30:00+00:00,L,Long,A+,87.000502288188
3100,2022-04-27 16:30:00+00:00,2022-04-27 16:45:00+00:00,2022-04-27 16:45:00+00:00,L,Long,A+,81.10694153143491
3102,2022-04-28 15:00:00+00:00,2022-04-28 15:15:00+00:00,2022-04-28 15:15:00+00:00,L,Long,A+,100.0
3103,2022-04-28 15:45:00+00:00,2022-04-28 16:00:00+00:00,2022-04-28 16:00:00+00:00,RS,Short,B,44.79501641808635
3104,2022-04-28 16:45:00+00:00,2022-04-28 17:00:00+00:00,2022-04-28 17:00:00+00:00,L,Long,A+,100.0
3105,2022-04-29 19:15:00+00:00,2022-04-29 19:30:00+00:00,2022-04-29 19:30:00+00:00,S,Short,A,55.615274264872504
3108,2022-05-02 19:15:00+00:00,2022-05-02 19:30:00+00:00,2022-05-02 19:30:00+00:00,L,Long,A+,100.0
3109,2022-05-03 14:45:00+00:00,2022-05-03 15:00:00+00:00,2022-05-03 15:00:00+00:00,S,Short,B,38.84559067395623
3110,2022-05-03 17:15:00+00:00,2022-05-03 17:30:00+00:00,2022-05-03 17:30:00+00:00,L,Long,A,50.38994200984337
3111,2022-05-04 15:15:00+00:00,2022-05-04 15:30:00+00:00,2022-05-04 15:30:00+00:00,S,Short,B,38.61394882269272
3112,2022-05-04 19:00:00+00:00,2022-05-04 19:15:00+00:00,2022-05-04 19:15:00+00:00,L,Long,A+,100.0
3115,2022-05-05 19:15:00+00:00,2022-05-05 19:30:00+00:00,2022-05-05 19:30:00+00:00,S,Short,A+,76.4504126581655
3116,2022-05-05 19:45:00+00:00,2022-05-05 20:00:00+00:00,2022-05-05 20:00:00+00:00,RL,Long,A+,100.0
3117,2022-05-06 15:00:00+00:00,2022-05-06 15:15:00+00:00,2022-05-06 15:15:00+00:00,L,Long,A+,100.0
3118,2022-05-06 15:45:00+00:00,2022-05-06 16:00:00+00:00,2022-05-06 16:00:00+00:00,RS,Short,A+,100.0
3119,2022-05-09 16:15:00+00:00,2022-05-09 16:30:00+00:00,2022-05-09 16:30:00+00:00,L,Long,A,50.47890876050706
3120,2022-05-09 19:00:00+00:00,2022-05-09 19:15:00+00:00,2022-05-09 19:15:00+00:00,L,Long,A+,81.0124908726981
3121,2022-05-10 15:00:00+00:00,2022-05-10 15:15:00+00:00,2022-05-10 15:15:00+00:00,S,Short,A+,100.0
3122,2022-05-10 15:45:00+00:00,2022-05-10 16:00:00+00:00,2022-05-10 16:00:00+00:00,RL,Long,A,57.35854156059968
3123,2022-05-10 17:45:00+00:00,2022-05-10 18:00:00+00:00,2022-05-10 18:00:00+00:00,L,Long,A+,100.0
3128,2022-05-13 16:15:00+00:00,2022-05-13 16:30:00+00:00,2022-05-13 16:30:00+00:00,L,Long,B,39.14052386844375
3130,2022-05-13 19:00:00+00:00,2022-05-13 19:15:00+00:00,2022-05-13 19:15:00+00:00,L,Long,A+,100.0
3132,2022-05-16 14:45:00+00:00,2022-05-16 15:00:00+00:00,2022-05-16 15:00:00+00:00,S,Short,A+,100.0
3133,2022-05-16 19:15:00+00:00,2022-05-16 19:30:00+00:00,2022-05-16 19:30:00+00:00,S,Short,A+,80.6671784411606
3134,2022-05-17 14:45:00+00:00,2022-05-17 15:00:00+00:00,2022-05-17 15:00:00+00:00,S,Short,A,51.75996973796955
3135,2022-05-17 15:15:00+00:00,2022-05-17 15:30:00+00:00,2022-05-17 15:30:00+00:00,RL,Long,A+,85.84826853313578
3137,2022-05-18 15:15:00+00:00,2022-05-18 15:30:00+00:00,2022-05-18 15:30:00+00:00,S,Short,A+,100.0
3139,2022-05-19 15:45:00+00:00,2022-05-19 16:00:00+00:00,2022-05-19 16:00:00+00:00,L,Long,A,59.86011886441437
3141,2022-05-20 15:00:00+00:00,2022-05-20 15:15:00+00:00,2022-05-20 15:15:00+00:00,S,Short,A+,100.0
3142,2022-05-20 16:45:00+00:00,2022-05-20 17:00:00+00:00,2022-05-20 17:00:00+00:00,S,Short,A+,69.00382578643594
3143,2022-05-23 15:15:00+00:00,2022-05-23 15:30:00+00:00,2022-05-23 15:30:00+00:00,L,Long,A,60.036488502797866
3145,2022-05-24 16:15:00+00:00,2022-05-24 16:30:00+00:00,2022-05-24 16:30:00+00:00,L,Long,B,38.807457357187175
3146,2022-05-24 18:45:00+00:00,2022-05-24 19:00:00+00:00,2022-05-24 19:00:00+00:00,RS,Short,A+,69.10817135389574
3147,2022-05-25 18:30:00+00:00,2022-05-25 18:45:00+00:00,2022-05-25 18:45:00+00:00,L,Long,A+,69.45610419515148
3149,2022-05-26 15:00:00+00:00,2022-05-26 15:15:00+00:00,2022-05-26 15:15:00+00:00,L,Long,A+,76.95001301360008
3152,2022-05-27 19:15:00+00:00,2022-05-27 19:30:00+00:00,2022-05-27 19:30:00+00:00,L,Long,A,49.04408450243011
3154,2022-05-30 22:00:00+00:00,2022-05-30 22:15:00+00:00,2022-05-30 22:15:00+00:00,RS,Short,A,61.43397152908101
3155,2022-05-31 14:45:00+00:00,2022-05-31 15:00:00+00:00,2022-05-31 15:00:00+00:00,L,Long,A,60.58307367723549
3156,2022-05-31 15:15:00+00:00,2022-05-31 15:30:00+00:00,2022-05-31 15:30:00+00:00,RS,Short,B,40.6600070127223
3157,2022-05-31 18:45:00+00:00,2022-05-31 19:00:00+00:00,2022-05-31 19:00:00+00:00,S,Short,A+,100.0
3158,2022-06-01 15:45:00+00:00,2022-06-01 16:00:00+00:00,2022-06-01 16:00:00+00:00,S,Short,A+,64.28872345732465
3159,2022-06-01 18:30:00+00:00,2022-06-01 18:45:00+00:00,2022-06-01 18:45:00+00:00,L,Long,A+,84.56416460954445
3161,2022-06-02 16:30:00+00:00,2022-06-02 16:45:00+00:00,2022-06-02 16:45:00+00:00,L,Long,A+,66.6677240768626
3162,2022-06-03 15:15:00+00:00,2022-06-03 15:30:00+00:00,2022-06-03 15:30:00+00:00,S,Short,A,53.75719096372256
3166,2022-06-06 15:15:00+00:00,2022-06-06 15:30:00+00:00,2022-06-06 15:30:00+00:00,S,Short,A+,100.0
3167,2022-06-06 17:45:00+00:00,2022-06-06 18:00:00+00:00,2022-06-06 18:00:00+00:00,L,Long,A+,87.68355856045604
3168,2022-06-06 18:45:00+00:00,2022-06-06 19:00:00+00:00,2022-06-06 19:00:00+00:00,RS,Short,B,43.493946098331655
3169,2022-06-07 14:45:00+00:00,2022-06-07 15:00:00+00:00,2022-06-07 15:00:00+00:00,L,Long,A+,91.55686871318947
3170,2022-06-07 18:15:00+00:00,2022-06-07 18:30:00+00:00,2022-06-07 18:30:00+00:00,L,Long,B,45.58052468445569
3172,2022-06-08 15:15:00+00:00,2022-06-08 15:30:00+00:00,2022-06-08 15:30:00+00:00,L,Long,A,48.48206216594267
3173,2022-06-09 19:15:00+00:00,2022-06-09 19:30:00+00:00,2022-06-09 19:30:00+00:00,S,Short,A+,82.18213797003494
3174,2022-06-10 19:45:00+00:00,2022-06-10 20:00:00+00:00,2022-06-10 20:00:00+00:00,S,Short,A+,99.27637660977528
3175,2022-06-13 14:45:00+00:00,2022-06-13 15:00:00+00:00,2022-06-13 15:00:00+00:00,S,Short,A,59.965132433266
3176,2022-06-13 15:30:00+00:00,2022-06-13 15:45:00+00:00,2022-06-13 15:45:00+00:00,RL,Long,A+,82.69140873812047
3179,2022-06-14 17:45:00+00:00,2022-06-14 18:00:00+00:00,2022-06-14 18:00:00+00:00,S,Short,A+,65.52842348188864
3180,2022-06-14 19:30:00+00:00,2022-06-14 19:45:00+00:00,2022-06-14 19:45:00+00:00,L,Long,A+,90.97557495178516
3181,2022-06-15 14:45:00+00:00,2022-06-15 15:00:00+00:00,2022-06-15 15:00:00+00:00,S,Short,B,42.38865349112322
3182,2022-06-15 15:45:00+00:00,2022-06-15 16:00:00+00:00,2022-06-15 16:00:00+00:00,RL,Long,A,47.918217877204974
3183,2022-06-15 16:45:00+00:00,2022-06-15 17:00:00+00:00,2022-06-15 17:00:00+00:00,S,Short,A+,78.18992403198553
3185,2022-06-16 14:45:00+00:00,2022-06-16 15:00:00+00:00,2022-06-16 15:00:00+00:00,S,Short,A+,80.45672972567462
3186,2022-06-16 15:15:00+00:00,2022-06-16 15:30:00+00:00,2022-06-16 15:30:00+00:00,RL,Long,A+,66.10336850891994
3188,2022-06-16 17:45:00+00:00,2022-06-16 18:00:00+00:00,2022-06-16 18:00:00+00:00,S,Short,A+,100.0
3189,2022-06-17 15:30:00+00:00,2022-06-17 15:45:00+00:00,2022-06-17 15:45:00+00:00,L,Long,B,37.504888988004225
3191,2022-06-17 17:15:00+00:00,2022-06-17 17:30:00+00:00,2022-06-17 17:30:00+00:00,L,Long,A,47.90937746276179
3194,2022-06-21 15:30:00+00:00,2022-06-21 15:45:00+00:00,2022-06-21 15:45:00+00:00,RS,Short,A,47.09654712129353
3195,2022-06-22 16:00:00+00:00,2022-06-22 16:15:00+00:00,2022-06-22 16:15:00+00:00,S,Short,A+,63.94902477884858
3196,2022-06-22 16:45:00+00:00,2022-06-22 17:00:00+00:00,2022-06-22 17:00:00+00:00,RL,Long,A,58.62277046474388
3197,2022-06-22 19:30:00+00:00,2022-06-22 19:45:00+00:00,2022-06-22 19:45:00+00:00,S,Short,A+,91.5207923809064
3198,2022-06-23 16:45:00+00:00,2022-06-23 17:00:00+00:00,2022-06-23 17:00:00+00:00,S,Short,A,55.01878408542172
3199,2022-06-24 14:45:00+00:00,2022-06-24 15:00:00+00:00,2022-06-24 15:00:00+00:00,S,Short,B,39.945924706360046
3200,2022-06-24 20:00:00+00:00,2022-06-24 20:15:00+00:00,2022-06-24 20:15:00+00:00,L,Long,B,39.708613584244326
3202,2022-06-27 14:45:00+00:00,2022-06-27 15:00:00+00:00,2022-06-27 15:00:00+00:00,L,Long,A+,91.40020395962524
3204,2022-06-28 15:30:00+00:00,2022-06-28 15:45:00+00:00,2022-06-28 15:45:00+00:00,S,Short,A+,100.0
3205,2022-06-28 17:15:00+00:00,2022-06-28 17:30:00+00:00,2022-06-28 17:30:00+00:00,S,Short,B,44.45575494003435
3207,2022-06-29 15:15:00+00:00,2022-06-29 15:30:00+00:00,2022-06-29 15:30:00+00:00,RS,Short,B,44.12424233076704
3208,2022-06-29 18:45:00+00:00,2022-06-29 19:00:00+00:00,2022-06-29 19:00:00+00:00,S,Short,A,50.32295091468277
3210,2022-06-30 15:00:00+00:00,2022-06-30 15:15:00+00:00,2022-06-30 15:15:00+00:00,L,Long,A+,97.30446525581569
3214,2022-07-01 16:00:00+00:00,2022-07-01 16:15:00+00:00,2022-07-01 16:15:00+00:00,S,Short,A,49.99991741253668
3217,2022-07-05 15:45:00+00:00,2022-07-05 16:00:00+00:00,2022-07-05 16:00:00+00:00,L,Long,A+,78.9802939226659
3219,2022-07-06 14:45:00+00:00,2022-07-06 15:00:00+00:00,2022-07-06 15:00:00+00:00,L,Long,B,43.21634403678048
3220,2022-07-06 15:15:00+00:00,2022-07-06 15:30:00+00:00,2022-07-06 15:30:00+00:00,RS,Short,A,62.87107687209611
3221,2022-07-06 18:30:00+00:00,2022-07-06 18:45:00+00:00,2022-07-06 18:45:00+00:00,L,Long,A+,87.10187527660085
3225,2022-07-08 16:15:00+00:00,2022-07-08 16:30:00+00:00,2022-07-08 16:30:00+00:00,S,Short,A+,99.67735883783476
3228,2022-07-11 19:00:00+00:00,2022-07-11 19:15:00+00:00,2022-07-11 19:15:00+00:00,S,Short,A,60.13512837939987
3231,2022-07-12 19:00:00+00:00,2022-07-12 19:15:00+00:00,2022-07-12 19:15:00+00:00,S,Short,A+,96.2025632890514
3232,2022-07-13 14:45:00+00:00,2022-07-13 15:00:00+00:00,2022-07-13 15:00:00+00:00,L,Long,A+,97.38626777971614
3234,2022-07-14 16:30:00+00:00,2022-07-14 16:45:00+00:00,2022-07-14 16:45:00+00:00,S,Short,B,38.981654677684055
3235,2022-07-14 18:30:00+00:00,2022-07-14 18:45:00+00:00,2022-07-14 18:45:00+00:00,L,Long,A,61.033798700628786
3238,2022-07-15 20:00:00+00:00,2022-07-15 20:15:00+00:00,2022-07-15 20:15:00+00:00,L,Long,B,44.567331074527935
3239,2022-07-18 15:45:00+00:00,2022-07-18 16:00:00+00:00,2022-07-18 16:00:00+00:00,L,Long,A,50.92877258369742
3240,2022-07-18 17:45:00+00:00,2022-07-18 18:00:00+00:00,2022-07-18 18:00:00+00:00,S,Short,A+,100.0
3242,2022-07-19 15:00:00+00:00,2022-07-19 15:15:00+00:00,2022-07-19 15:15:00+00:00,L,Long,A+,77.8718286651074
3243,2022-07-19 17:45:00+00:00,2022-07-19 18:00:00+00:00,2022-07-19 18:00:00+00:00,L,Long,A,57.65716663057107
3248,2022-07-21 14:45:00+00:00,2022-07-21 15:00:00+00:00,2022-07-21 15:00:00+00:00,L,Long,A+,74.82511631401592
3250,2022-07-22 15:30:00+00:00,2022-07-22 15:45:00+00:00,2022-07-22 15:45:00+00:00,S,Short,A+,100.0
3252,2022-07-22 19:00:00+00:00,2022-07-22 19:15:00+00:00,2022-07-22 19:15:00+00:00,RL,Long,A,58.50209377094182
3257,2022-07-26 15:15:00+00:00,2022-07-26 15:30:00+00:00,2022-07-26 15:30:00+00:00,RS,Short,A,53.46052032561309
3259,2022-07-26 18:30:00+00:00,2022-07-26 18:45:00+00:00,2022-07-26 18:45:00+00:00,S,Short,B,39.59337738156505
3260,2022-07-27 15:00:00+00:00,2022-07-27 15:15:00+00:00,2022-07-27 15:15:00+00:00,L,Long,B,39.135416840495665
3261,2022-07-27 18:45:00+00:00,2022-07-27 19:00:00+00:00,2022-07-27 19:00:00+00:00,L,Long,A+,100.0
3262,2022-07-28 15:00:00+00:00,2022-07-28 15:15:00+00:00,2022-07-28 15:15:00+00:00,L,Long,A+,100.0
3263,2022-07-28 20:30:00+00:00,2022-07-28 20:45:00+00:00,2022-07-28 20:45:00+00:00,L,Long,A+,100.0
3264,2022-07-29 15:00:00+00:00,2022-07-29 15:15:00+00:00,2022-07-29 15:15:00+00:00,S,Short,A+,66.99800524885914
3265,2022-08-01 14:45:00+00:00,2022-08-01 15:00:00+00:00,2022-08-01 15:00:00+00:00,L,Long,A+,72.5776202413077
3266,2022-08-01 17:30:00+00:00,2022-08-01 17:45:00+00:00,2022-08-01 17:45:00+00:00,S,Short,A+,71.42822035995147
3267,2022-08-01 19:30:00+00:00,2022-08-01 19:45:00+00:00,2022-08-01 19:45:00+00:00,RS,Short,B,41.107624744853574
3268,2022-08-02 14:45:00+00:00,2022-08-02 15:00:00+00:00,2022-08-02 15:00:00+00:00,L,Long,A+,74.71945999034358
3270,2022-08-02 16:30:00+00:00,2022-08-02 16:45:00+00:00,2022-08-02 16:45:00+00:00,L,Long,A+,80.43639471972138
3271,2022-08-03 15:00:00+00:00,2022-08-03 15:15:00+00:00,2022-08-03 15:15:00+00:00,L,Long,A+,63.47598852575309
3272,2022-08-03 16:45:00+00:00,2022-08-03 17:00:00+00:00,2022-08-03 17:00:00+00:00,L,Long,A,52.6740988305925
3277,2022-08-05 15:15:00+00:00,2022-08-05 15:30:00+00:00,2022-08-05 15:30:00+00:00,S,Short,A+,100.0
3279,2022-08-08 15:00:00+00:00,2022-08-08 15:15:00+00:00,2022-08-08 15:15:00+00:00,S,Short,A,50.22343131086796
3285,2022-08-10 14:45:00+00:00,2022-08-10 15:00:00+00:00,2022-08-10 15:00:00+00:00,L,Long,A,49.388731683789544
3288,2022-08-11 14:45:00+00:00,2022-08-11 15:00:00+00:00,2022-08-11 15:00:00+00:00,S,Short,A,53.96315638643034
3289,2022-08-11 18:15:00+00:00,2022-08-11 18:30:00+00:00,2022-08-11 18:30:00+00:00,S,Short,B,41.588879862156666
3291,2022-08-15 15:30:00+00:00,2022-08-15 15:45:00+00:00,2022-08-15 15:45:00+00:00,L,Long,A+,79.86541715264104
3292,2022-08-16 15:15:00+00:00,2022-08-16 15:30:00+00:00,2022-08-16 15:30:00+00:00,L,Long,A+,66.93961428972716
3293,2022-08-16 16:30:00+00:00,2022-08-16 16:45:00+00:00,2022-08-16 16:45:00+00:00,RS,Short,B,43.89333185082625
