timestamp_utc,market_timestamp,signal_id,symbol,state_before,state_after,pine_event,pine_direction,pine_signal_price,pine_atr,current_price,current_atr,position,entry_price,stop_price,target_price,current_R,MFE_R,MAE_R,bars_in_trade,minutes_in_trade,market_data_health,action,reason_code,order_id,order_action,order_status,fill_price,latency_ms
2026-09-03T03:12:40.429233+00:00,2026-08-30T17:19:00+00:00,,NQ,FLAT,FLAT,,,,,20000.0,4.5,FLAT,,,,,,,0,0.0,DATA_HEALTHY,WATCH,bar,,,,,
2026-09-03T03:12:40.429440+00:00,2026-08-30T17:20:00+00:00,,NQ,FLAT,FLAT,,,,,20002.5,4.5,FLAT,,,,,,,0,0.0,DATA_HEALTHY,WATCH,bar,,,,,
2026-09-03T03:12:40.429613+00:00,2026-08-30T17:21:00+00:00,,NQ,FLAT,FLAT,,,,,20000.0,4.5,FLAT,,,,,,,0,0.0,DATA_HEALTHY,WATCH,bar,,,,,
2026-09-03T03:12:40.429785+00:00,2026-08-30T17:22:00+00:00,,NQ,FLAT,FLAT,,,,,20002.5,4.5,FLAT,,,,,,,0,0.0,DATA_HEALTHY,WATCH,bar,,,,,
2026-09-03T03:12:40.429963+00:00,2026-08-30T17:23:00+00:00,,NQ,FLAT,FLAT,,,,,20000.0,4.5,FLAT,,,,,,,0,0.0,DATA_HEALTHY,WATCH,bar,,,,,
2026-09-03T03:12:40.430139+00:00,2026-08-30T17:24:00+00:00,,NQ,FLAT,FLAT,,,,,20002.5,4.5,FLAT,,,,,,,0,0.0,DATA_HEALTHY,WATCH,bar,,,,,
2026-09-03T03:12:40.430312+00:00,2026-08-30T17:25:00+00:00,,NQ,FLAT,FLAT,,,,,20000.0,4.5,FLAT,,,,,,,0,0.0,DATA_HEALTHY,WATCH,bar,,,,,
2026-09-03T03:12:40.430504+00:00,2026-08-30T17:26:00+00:00,,NQ,FLAT,FLAT,,,,,20002.5,4.5,FLAT,,,,,,,0,0.0,DATA_HEALTHY,WATCH,bar,,,,,
2026-09-03T03:12:40.430666+00:00,2026-08-30T17:27:00+00:00,,NQ,FLAT,FLAT,,,,,20000.0,4.5,FLAT,,,,,,,0,0.0,DATA_HEALTHY,WATCH,bar,,,,,
2026-09-03T03:12:40.430830+00:00,2026-08-30T17:28:00+00:00,,NQ,FLAT,FLAT,,,,,20002.5,4.5,FLAT,,,,,,,0,0.0,DATA_HEALTHY,WATCH,bar,,,,,
2026-09-03T03:12:40.431012+00:00,2026-08-30T17:29:00+00:00,,NQ,FLAT,FLAT,,,,,20000.0,4.5,FLAT,,,,,,,0,0.0,DATA_HEALTHY,WATCH,bar,,,,,
2026-09-03T03:12:40.431183+00:00,2026-08-30T17:30:00+00:00,,NQ,FLAT,FLAT,,,,,20002.5,4.5,FLAT,,,,,,,0,0.0,DATA_HEALTHY,WATCH,bar,,,,,
